class and lipid,type,lipid,fold change-1hr,fold change-12hr,fold change-24hr,veh_N3_1hr,veh_N4_1hr,veh_N5_1hr,veh_N6_1hr,veh_N7_1hr,Abe_N3_1hr,Abe_N4_1hr,Abe_N5_1hr,Abe_N6_1hr,Abe_N7_1hr,veh_N1_12hr,veh_N2_12hr,veh_N3_12hr,veh_N4_12hr,veh_N5_12hr,veh_N6_12hr,Abe_N1_12hr,Abe_N2_12hr,Abe_N3_12hr,Abe_N4_12hr,Abe_N5_12hr,Abe_N6_12hr,veh_N2_24hr,veh_N3_24hr,veh_N4_24hr,veh_N5_24hr,veh_N6_24hr,veh_N7_24hr,Abe_N2_24hr,Abe_N3_24hr,Abe_N4_24hr,Abe_N5_24hr,Abe_N6_24hr,Abe_N7_24hr
PG > PGo (40:2),PG,PGo (40:2),0.963721132,0.989166213,0.995599951,3.165345273,3.137246503,3.180475724,3.126929781,3.138826722,3.136124222,3.121382572,3.146190106,3.123923502,3.141217699,3.127590703,3.147026745,3.152734676,3.159627373,3.13483987,3.116036306,3.143270962,3.121448251,3.132355793,3.121146062,3.151645633,3.129554589,3.146791412,3.128502689,3.12939342,3.119968159,3.174455264,3.140866171,3.124510778,3.134419406,3.167630415,3.139942052,3.128896645,3.115104405
PG > PGo (40:4),PG,PGo (40:4),0.989733037,0.973710868,1.001306767,3.145500989,3.145028529,3.130989569,3.145215088,3.150805574,3.136086129,3.114591002,3.135361701,3.156906406,3.149219144,3.14011823,3.145960523,3.143838897,3.167772104,3.124067133,3.164257689,3.143720377,3.135844786,3.152294494,3.129212841,3.134489517,3.111719455,3.174972262,3.135565169,3.105673684,3.117854413,3.146394766,3.134884443,3.133883686,3.147793803,3.153631993,3.120304087,3.119090885,3.12763603
PG > PGo (40:5),PG,PGo (40:5),1.016742597,0.957822078,0.990655804,3.137961477,3.177138123,3.123132695,3.12904509,3.111370099,3.141462346,3.145619021,3.156924561,3.139476104,3.132080327,3.146066019,3.178890685,3.135069044,3.140055318,3.186408209,3.145109387,3.191026041,3.108186066,3.127525953,3.133947493,3.134196267,3.112832843,3.126111948,3.120007692,3.128140715,3.140633753,3.186606079,3.127130755,3.114757756,3.110239476,3.130501047,3.131516035,3.13816373,3.162821235
PG > PGo (40:6),PG,PGo (40:6),0.996988934,0.992513398,1.043349008,3.223833306,3.238256953,3.179563313,3.147824701,3.204597477,3.161320107,3.203337574,3.205014825,3.18804497,3.231520593,3.191171482,3.238005969,3.214573683,3.231020824,3.191696906,3.232487894,3.191523697,3.241073114,3.198051983,3.186967661,3.216292639,3.234203373,3.230934071,3.1992669,3.25141436,3.225645241,3.159109831,3.24749703,3.231729507,3.255904213,3.2604149,3.263995692,3.168903927,3.225055901
PG > PGo (40:9),PG,PGo (40:9),0.988430649,0.979551841,0.975034811,3.153296482,3.164715635,3.162241729,3.118635057,3.188872292,3.134253658,3.149169858,3.178355287,3.128476844,3.172550426,3.169198182,3.192534032,3.170742723,3.156966922,3.154533556,3.133890067,3.157118177,3.145438851,3.197352279,3.126521054,3.161104382,3.126196397,3.165018692,3.185859362,3.11990885,3.156857986,3.183952817,3.155007944,3.151173683,3.154174374,3.123603431,3.149483953,3.157613923,3.150498581
PG > PGo (42:0),PG,PGo (42:0),0.993773342,0.948287843,0.991683488,3.145910866,3.136955116,3.166708335,3.151602749,3.124993055,3.112598331,3.115736986,3.184878762,3.126176909,3.16900988,3.127098347,3.16310771,3.14812124,3.156991124,3.150062278,3.144835672,3.118575564,3.112524599,3.129522359,3.11907768,3.143876317,3.118416881,3.150424865,3.1414937,3.147997702,3.130700381,3.119691317,3.145271039,3.118019924,3.145196433,3.124947455,3.128767515,3.145047188,3.135202672
PG > PGo (42:1),PG,PGo (42:1),1.030908858,1.011680253,1.026007814,3.155700357,3.163298597,3.145513416,3.140866172,3.150971263,3.115870044,3.162415068,3.18049292,3.151510846,3.206475092,3.128237701,3.157825355,3.144897892,3.147441372,3.121343164,3.153796609,3.162456895,3.134330165,3.139784696,3.145159133,3.162002536,3.13046246,3.159867879,3.165000871,3.164626466,3.126994624,3.13414525,3.120205314,3.140105647,3.119605588,3.15814532,3.174960655,3.141430987,3.18510569
PG > PGo (42:2),PG,PGo (42:2),1.010208008,0.980776422,0.969349144,3.158706202,3.20196491,3.15425963,3.133494227,3.129006368,3.118291219,3.152123191,3.192907426,3.129941149,3.202755272,3.145084509,3.165078087,3.160816575,3.153290378,3.1979694,3.162671957,3.182460337,3.132048287,3.170795484,3.153168307,3.155688223,3.130848212,3.180888264,3.130031295,3.175627792,3.161266188,3.169109926,3.17655429,3.151541482,3.154210916,3.17456569,3.155730702,3.112430742,3.144580466
PG > PGo (42:4),PG,PGo (42:4),1.021487275,0.985778614,1.009211434,3.1303724,3.156670309,3.136638171,3.110394434,3.153223241,3.157613925,3.132797453,3.138946586,3.143083565,3.159513081,3.12722149,3.157184718,3.144704973,3.146078429,3.142846079,3.136295605,3.10628614,3.148115067,3.148781548,3.127778431,3.165742782,3.108923434,3.134858973,3.165790224,3.136720596,3.125741472,3.128030771,3.128554376,3.114497591,3.131823927,3.130745379,3.156434083,3.144493292,3.149373118
PG > PGo (42:6),PG,PGo (42:6),1.017331033,0.961581577,1.014305598,3.121415413,3.170296956,3.140495505,3.120639759,3.110172078,3.149132894,3.143214747,3.152465724,3.134616951,3.120560804,3.149200658,3.162588331,3.12499305,3.161385999,3.144455921,3.171094323,3.118773836,3.13150321,3.147571247,3.12733164,3.15299735,3.124575977,3.132445442,3.133443128,3.138252186,3.117523212,3.137145177,3.147144367,3.128366981,3.119737467,3.137113503,3.127305723,3.17078376,3.141481159
PG > PGp (16:0),PG,PGp (16:0),0.929374665,0.981666214,1.100612888,3.133558098,3.233676258,3.202728041,3.191093176,3.185292816,3.164287436,3.195019135,3.150258975,3.137967795,3.14005532,3.185026275,3.187509472,3.149963888,3.198277629,3.189293787,3.188422241,3.135088138,3.136657193,3.179632241,3.174379697,3.201511856,3.208000417,3.228636465,3.192918567,3.185983903,3.121645214,3.163388037,3.195246368,3.184822015,3.205837503,3.22006102,3.172655494,3.274873414,3.259990278
PG > PGp (18:0),PG,PGp (18:0),1.006642575,1.034020194,1.04249014,3.245285621,3.228651861,3.178625951,3.170114997,3.217104788,3.234041257,3.180447065,3.185139717,3.228467116,3.225154178,3.173454369,3.177703872,3.199524841,3.226991526,3.276208999,3.172713854,3.260519801,3.215759166,3.174071473,3.163590715,3.189810264,3.291066812,3.220761687,3.151179815,3.214510085,3.157154469,3.304262149,3.182146374,3.21144097,3.242745141,3.256746633,3.192701266,3.153717357,3.268737092
PG > PGp (20:0),PG,PGp (20:0),1.003142623,0.942405792,1.042979666,3.18199788,3.255311143,3.213963806,3.163149475,3.162486775,3.191730429,3.218871499,3.244158351,3.169145233,3.160660605,3.183691149,3.192957561,3.211787793,3.173570874,3.160264424,3.166814829,3.129012823,3.159531129,3.169027535,3.095357709,3.200281308,3.166560382,3.158284101,3.219584564,3.210826672,3.14130554,3.186724757,3.131432621,3.144804558,3.238708365,3.239074168,3.191724842,3.169938841,3.155524323
PG > PGp (28:0),PG,PGp (28:0),1.022391197,0.98157755,1.021843318,3.127668399,3.136536697,3.11198129,3.115497378,3.113742898,3.131021693,3.131721325,3.130533209,3.149643988,3.108158981,3.118086107,3.127325159,3.131676427,3.115836782,3.172071441,3.121776479,3.117052469,3.110259688,3.124145457,3.127525954,3.126066468,3.126482112,3.113676043,3.120593706,3.128618979,3.113308183,3.10389949,3.113809733,3.115710371,3.123328899,3.139457204,3.100570446,3.150431011,3.102118025
PG > PGp (30:1),PG,PGp (30:1),0.989224473,0.998227144,0.961206406,3.097208737,3.168780276,3.141506246,3.107888055,3.123191568,3.096465099,3.116282266,3.152618558,3.124138928,3.125624408,3.134890806,3.12801783,3.107833856,3.180813807,3.12231423,3.094694712,3.102920588,3.131143727,3.112558113,3.159831813,3.13448314,3.114197205,3.168049438,3.117509959,3.14026289,3.141330635,3.157553503,3.103269957,3.107820293,3.106204525,3.140652604,3.113013663,3.12582599,3.11514438
PG > PGp (34:4),PG,PGp (34:4),1.047309254,0.975880266,1.027722283,3.111417143,3.122386314,3.137430104,3.104883016,3.108219918,3.131811103,3.120211896,3.139034885,3.15074419,3.140608624,3.130172916,3.131977784,3.158127215,3.123701436,3.138182688,3.114384138,3.136625486,3.106442522,3.104104574,3.131503212,3.146630316,3.097611297,3.112001428,3.12298221,3.134979935,3.111134791,3.122038879,3.113669359,3.114016872,3.131073079,3.13821428,3.112966795,3.135259933,3.139324883
PG > PGp (36:5),PG,PGp (36:5),0.985209502,1.025134322,1.03732306,3.141010585,3.14398232,3.192851718,3.143988559,3.144499514,3.147707266,3.134464021,3.151584371,3.131868807,3.167376446,3.110293378,3.152569659,3.175210228,3.163531116,3.146177698,3.143395843,3.177542302,3.171381251,3.15629471,3.150431011,3.151872235,3.139835057,3.1605826,3.127215008,3.134909906,3.133679423,3.199151603,3.132016241,3.128257097,3.114304032,3.156276529,3.188956621,3.1735534,3.201249633
PG > PGp (38:6),PG,PGp (38:6),0.975910447,1.013516572,1.044799734,3.178700782,3.163370153,3.203103661,3.188090038,3.161667446,3.133289789,3.191478989,3.185712133,3.174902592,3.154393566,3.155779244,3.144362483,3.190247666,3.164305288,3.167080952,3.150043827,3.158766474,3.166453828,3.217925937,3.134170765,3.160222378,3.157257286,3.168668369,3.128017836,3.164067228,3.194431117,3.205263956,3.159735615,3.204938972,3.162510671,3.233529158,3.152098712,3.171539274,3.189406117
PG > PGp (40:6),PG,PGp (40:6),1.051346233,0.96076745,1.014453828,3.137607302,3.130082802,3.148362028,3.160198359,3.111967869,3.155269249,3.151590496,3.149920838,3.186255506,3.151621129,3.169880105,3.15407691,3.124791082,3.178723805,3.127253892,3.155530392,3.128844997,3.136384447,3.121040905,3.132349392,3.132016242,3.146686085,3.136612805,3.161978614,3.129561034,3.142070228,3.146258336,3.161757225,3.147942107,3.172001302,3.141236523,3.137480743,3.132957362,3.166862152
PG > PGp (42:2),PG,PGp (42:2),1.011438059,0.973369619,0.96419798,3.143838896,3.152771336,3.173075526,3.146109452,3.127998428,3.158296168,3.173728103,3.164745358,3.127202049,3.142677262,3.168096625,3.160024135,3.192929706,3.202510143,3.158181531,3.139224032,3.132950965,3.156034025,3.189827094,3.129470787,3.195977131,3.134355666,3.15076875,3.145065851,3.180899719,3.170461237,3.221966892,3.147540324,3.144462148,3.133142782,3.155633595,3.147571247,3.157915933,3.169368765
PG > PGp (42:4),PG,PGp (42:4),1.012729824,0.973426707,0.974709471,3.135590595,3.139614686,3.145917071,3.117808063,3.134521378,3.145040967,3.154825546,3.131689255,3.125637417,3.141550134,3.127169642,3.127953145,3.152068115,3.131631525,3.130076365,3.149982338,3.132906194,3.115677097,3.126001487,3.128838543,3.115011102,3.121323461,3.171205602,3.132298152,3.145544479,3.1536076,3.182243444,3.109389567,3.137948831,3.152820212,3.137240173,3.119209717,3.127726656,3.137569334
PG > PGp (42:6),PG,PGp (42:6),0.988893556,1.003064889,0.999731788,3.139123165,3.163882641,3.138321679,3.131791863,3.143058568,3.139652468,3.143189764,3.130539638,3.116680813,3.159284419,3.126819526,3.157450751,3.173972565,3.126838986,3.154210916,3.130745379,3.139293366,3.153772224,3.139028577,3.170179574,3.154076914,3.113823101,3.141123569,3.149410068,3.15956121,3.145364279,3.156646085,3.132791056,3.109416573,3.162199882,3.166394619,3.152728562,3.12892892,3.145314554
PG > STD_15:0-18:1(d7) PG (Na Salt),PG,STD_15:0-18:1(d7) PG (Na Salt),1.068524365,0.860540798,1.148195143,3.637001157,3.646556663,3.63764984,3.690130517,3.652240568,3.752880909,3.573099169,3.661155583,3.730892076,3.66505918,3.695882541,3.6780684,3.734048988,3.676174002,3.664105861,3.608249996,3.581054938,3.596390376,3.541461947,3.703238084,3.611007063,3.614637857,5.519041883,5.481113761,5.50815867,5.506374839,5.496532463,5.511446873,5.509873189,5.523509106,5.512268099,5.500942854,5.493554968,5.509077842
PI > PI (12:0),PI,PI (12:0),1.133174626,0.99991336,1.15267217,3.45177726,3.470921849,3.468107993,3.454488167,3.46505853,3.658505577,3.435105087,3.488265825,3.498528367,3.459256777,3.495361176,3.449882452,3.493226581,3.470821981,3.472097961,3.460525032,3.486928987,3.454179987,3.48472399,3.462915878,3.476321451,3.468300088,3.443228588,3.446704918,3.456451092,3.443294318,3.466360431,3.451761912,3.47391014,3.457185286,3.697844625,3.449305605,3.444354036,3.472721383
PI > PI (14:0),PI,PI (14:0),1.051874848,1.090614534,1.050847536,3.169474606,3.15947097,3.153229348,3.124940942,3.13587655,3.192439239,3.20836613,3.15349782,3.140111936,3.154046456,3.167748489,3.136815689,3.147744353,3.138574278,3.125637418,3.167045479,3.222326241,3.163703931,3.17301138,3.161787148,3.174222707,3.202798836,3.189726096,3.174530821,3.15663397,3.144704973,3.158832754,3.119809985,3.172042222,3.155676081,3.182899497,3.223044052,3.178516554,3.142583445
PI > PI (14:1),PI,PI (14:1),0.988181054,1.015834275,1.034470148,3.162797353,3.180882537,3.211200691,3.197390873,3.222399117,3.226764857,3.143177267,3.171972078,3.18420296,3.216756915,3.198843989,3.192874002,3.201517322,3.183104669,3.160180338,3.180125906,3.19944802,3.199497403,3.197418438,3.203739839,3.21006159,3.136948784,3.151222744,3.18278547,3.205464242,3.225774378,3.175708945,3.160750599,3.198321645,3.205220642,3.22463667,3.168544653,3.211777129,3.166424222
PI > PI (16:0),PI,PI (16:0),1.024190593,1.019802889,0.983934343,3.171287581,3.136726936,3.169880108,3.133609189,3.177149678,3.182517393,3.149933142,3.200888812,3.145786698,3.161074406,3.14326471,3.205880765,3.202117651,3.142539661,3.174036567,3.14829413,3.233041852,3.12535115,3.24654785,3.123903915,3.172684677,3.145476136,3.157505147,3.157015326,3.162892872,3.146053613,3.205750979,3.185451521,3.165297785,3.15818756,3.156046149,3.182032156,3.154849874,3.140300618
PI > PI (16:1),PI,PI (16:1),0.96975487,0.988403048,1.033369172,3.155651805,3.231663274,3.185910314,3.154052549,3.198514162,3.21075717,3.153906316,3.167831123,3.174257597,3.15120435,3.168815606,3.201315204,3.158796597,3.179454152,3.147441373,3.143152279,3.18143771,3.212964942,3.142627229,3.135043588,3.146053607,3.137936186,3.190236453,3.220380128,3.136866394,3.183491947,3.160576597,3.163852865,3.172088976,3.156367431,3.19696613,3.178401372,3.221575956,3.200823178
PI > PI (18:0),PI,PI (18:0),0.983800453,1.036524988,0.909820298,3.231597038,3.193497516,3.179551823,3.185434521,3.205545414,3.159296456,3.226455576,3.199393147,3.216799092,3.155044416,3.163531116,3.224683269,3.176484871,3.209718739,3.180928351,3.173127999,3.216677811,3.206734182,3.235043416,3.195373783,3.151339229,3.204765546,3.225526408,3.233204354,3.20630228,3.259632127,3.301299205,3.188512289,3.165048388,3.196474677,3.181426268,3.15958527,3.187870301,3.261643484
PI > PI (18:1),PI,PI (18:1),1.16253109,1.097689526,0.984937174,3.275251476,3.251949566,3.253434971,3.20758593,3.288946436,3.297305223,3.321913146,3.34430976,3.327943082,3.315676549,3.211793127,3.204369662,3.187768849,3.280887853,3.234107123,3.240174728,3.23142884,3.213560287,3.289709352,3.200001897,3.342241057,3.300051765,3.202139464,3.278689624,3.276820154,3.284083188,3.207623624,3.281892044,3.237101209,3.2978393,3.178591403,3.19934924,3.20237935,3.345330621
PI > PI (18:2),PI,PI (18:2),1.064947079,1.033791389,1.069070292,3.257870517,3.233026619,3.183161642,3.167919641,3.244326643,3.213092585,3.246316383,3.183047689,3.278016991,3.296336085,3.218519781,3.181883618,3.166950871,3.189052178,3.165285914,3.206842092,3.154344866,3.184333661,3.234684318,3.205074413,3.258656467,3.163531113,3.198178577,3.242913981,3.175146398,3.221007171,3.134610579,3.188213941,3.263299894,3.228236083,3.152055868,3.152710234,3.203881089,3.304822182
PI > PI (18:3),PI,PI (18:3),0.996185949,0.935432002,0.938697918,3.302287659,3.316167551,3.294161922,3.274019255,3.362689801,3.252552106,3.40691814,3.301103846,3.194347839,3.35964583,3.254809039,3.345067782,3.319614034,3.219175741,3.299712117,3.250732218,3.340436213,3.308167315,3.278657619,3.215590013,3.187012836,3.164519435,3.270916326,3.237176675,3.249731445,3.205691485,3.262175745,3.266810089,3.217973264,3.23311803,3.183355302,3.218330683,3.251292626,3.206879852
PI > PI (18:4),PI,PI (18:4),0.981403261,1.004113574,0.99281245,3.123407357,3.139891707,3.144418549,3.161409962,3.12780432,3.128916008,3.146512555,3.13936269,3.111981296,3.128270028,3.137948833,3.141029417,3.136365407,3.180091479,3.140928964,3.114043592,3.147119607,3.155597171,3.163614557,3.129960466,3.135514314,3.119809988,3.123348516,3.131580205,3.141487431,3.13211237,3.140067899,3.157638097,3.110279902,3.179040252,3.116780394,3.146710872,3.113094005,3.121645217
PI > PI (20:0),PI,PI (20:0),0.997958698,1.083765524,1.016237175,3.197048905,3.189293789,3.214902134,3.173028874,3.176114451,3.212959624,3.141230245,3.202324846,3.166282098,3.217526086,3.138062617,3.168326589,3.179258749,3.204228572,3.161499795,3.208285487,3.25193011,3.268432901,3.215325573,3.155845987,3.206302278,3.153217137,3.143395838,3.187565873,3.200500322,3.166749754,3.204440186,3.199634554,3.144374948,3.254809043,3.165113722,3.167234635,3.194209008,3.197809688
PI > PI (20:1),PI,PI (20:1),0.957933222,1.028531181,1.060643441,3.163453616,3.150529287,3.123871264,3.157626015,3.206372492,3.148281782,3.137442768,3.159326548,3.117675594,3.149206821,3.12564392,3.173267904,3.154807303,3.199129639,3.176745132,3.151670132,3.162898846,3.231362564,3.164786962,3.168974563,3.15835649,3.156494659,3.152471845,3.166560385,3.173617465,3.129696367,3.130507481,3.14076568,3.185100017,3.159483003,3.163942195,3.158416808,3.149822424,3.211995758
PI > PI (20:2),PI,PI (20:2),0.987995399,0.99991336,0.970529189,3.154265717,3.18748691,3.163686059,3.151976305,3.177386448,3.154782977,3.152936274,3.190264475,3.12801783,3.180292249,3.175824837,3.156785345,3.155615385,3.158145321,3.148510141,3.144742321,3.127636031,3.144325106,3.147360955,3.154649157,3.191255373,3.162636123,3.105905155,3.227881595,3.194603166,3.148855534,3.170144356,3.145532057,3.13410698,3.115563949,3.213236136,3.148695209,3.174286672,3.115750298
PI > PI (20:3),PI,PI (20:3),1.002049648,0.987829566,1.016336726,3.144088304,3.115543974,3.150498583,3.135730421,3.134049575,3.126761144,3.140199998,3.144611595,3.113100704,3.158163426,3.163155438,3.130886771,3.162409087,3.167500501,3.153869747,3.152850758,3.150080716,3.170813068,3.144399858,3.159705554,3.135113591,3.129006374,3.140646318,3.172597124,3.149520888,3.131670016,3.132554274,3.132675883,3.131445458,3.146003964,3.168226364,3.144798332,3.146431967,3.14904662
PI > PI (20:4),PI,PI (20:4),1.013478044,0.980391609,1.009458777,3.126858445,3.151737515,3.141242795,3.134234529,3.193208138,3.150308135,3.16411485,3.161829042,3.143520696,3.158440932,3.133072458,3.181866476,3.159747638,3.163924328,3.156240164,3.134795297,3.111356652,3.129122522,3.18005132,3.153003458,3.143782759,3.149613217,3.154673496,3.137195843,3.159278396,3.154235275,3.165641955,3.120389678,3.138113181,3.171264162,3.160210369,3.133142782,3.143477001,3.152551321
PI > PI (20:5),PI,PI (20:5),0.971524367,0.99782765,1.043097627,3.168067133,3.178430171,3.157789113,3.161056428,3.180492919,3.142483356,3.125884501,3.185576178,3.165748714,3.16082258,3.135577885,3.174896785,3.17697635,3.147892672,3.196921975,3.13622579,3.141970018,3.142696023,3.182859593,3.180911171,3.173943463,3.132957364,3.126131435,3.143171023,3.162546519,3.159873889,3.143089809,3.145040966,3.145637658,3.204673388,3.184117699,3.120416007,3.135635089,3.177380676
PI > PI (22:0),PI,PI (22:0),0.976839396,0.967911595,1.035578745,3.202303039,3.231143268,3.189866364,3.217583988,3.172264268,3.174507572,3.226955472,3.211307497,3.182277696,3.165724991,3.205540002,3.20339196,3.26527551,3.177403765,3.183144551,3.174048203,3.169968204,3.211360893,3.168397326,3.196634871,3.191512525,3.1829565,3.205285614,3.199700367,3.18334391,3.186306415,3.192511731,3.180429862,3.232950426,3.193402938,3.16970385,3.230934076,3.171527569,3.21838322
PI > PI (22:1),PI,PI (22:1),0.962403278,1.005552854,1.027322281,3.12512982,3.163006275,3.159446905,3.163662223,3.160576602,3.180120165,3.131580203,3.152502408,3.106041264,3.113869876,3.141995076,3.171334419,3.157360077,3.145016096,3.135323537,3.116733926,3.158428866,3.144617824,3.145364278,3.157093977,3.139123165,3.129477234,3.149003482,3.112397219,3.144792111,3.154941073,3.145631443,3.121907695,3.116415155,3.189849534,3.132752667,3.171117756,3.144736096,3.123792889
PI > PI (22:2),PI,PI (22:2),1.026513886,1.033568859,1.001088557,3.138990738,3.15926034,3.153125573,3.18808441,3.214112378,3.147917392,3.168827381,3.191585169,3.167276004,3.23327542,3.151749759,3.142696022,3.186085772,3.15775892,3.184759583,3.18356595,3.160000103,3.232594677,3.187120111,3.157583714,3.189518418,3.1551295,3.175366863,3.138997048,3.242779906,3.164721582,3.131490379,3.206415695,3.150719638,3.190382163,3.204949809,3.168244054,3.152520751,3.185717794
PI > PI (22:4),PI,PI (22:4),1.053305877,0.988214868,0.988201934,3.12486276,3.130301629,3.108646222,3.150940586,3.16307788,3.187864668,3.171024025,3.150590702,3.143757808,3.136244833,3.142702275,3.153278168,3.138795174,3.142933589,3.13023728,3.137164173,3.126144434,3.154868113,3.116687456,3.133372853,3.122779308,3.14937928,3.160870555,3.152086473,3.163739681,3.154515296,3.123054188,3.170126743,3.147750536,3.130005545,3.140281752,3.16247482,3.16169737,3.134833506
PI > PI (22:6),PI,PI (22:6),1.021800054,0.992134437,1.021277132,3.130147174,3.134986297,3.152123191,3.148016241,3.162821231,3.123250426,3.156276528,3.182209188,3.151437303,3.160168321,3.166222867,3.149028129,3.149225299,3.140602339,3.139740624,3.147948287,3.155348216,3.142558425,3.173203792,3.142082747,3.124145454,3.125006075,3.136194055,3.10428224,3.143264713,3.121323461,3.15757163,3.154886354,3.12308036,3.135825723,3.163882644,3.142339431,3.137632608,3.152649116
PI > PI (24:0),PI,PI (24:0),1.020293286,0.989237072,1.001497243,3.185190754,3.183173036,3.15069508,3.157160516,3.253570632,3.218099447,3.246355794,3.160426539,3.147404256,3.200336073,3.199733276,3.190880557,3.168703712,3.185819728,3.232223373,3.155554682,3.167175531,3.174792258,3.237684489,3.141944961,3.170848231,3.200615274,3.198997824,3.191009263,3.21297026,3.192031952,3.226785467,3.146363764,3.194642002,3.212491273,3.18385613,3.152429037,3.248027277,3.1611763
PI > PI (26:0),PI,PI (26:0),1.012655125,1.016460971,0.9993348,3.162928688,3.142658504,3.1735301,3.205101494,3.223475201,3.133257832,3.186572165,3.167795714,3.219621226,3.224299956,3.219668372,3.178533829,3.149687064,3.135546099,3.130430297,3.158965294,3.154253541,3.18984392,3.187983001,3.186509984,3.16094851,3.132842234,3.164459962,3.125403216,3.16102046,3.1603605,3.138441679,3.198140056,3.182836787,3.111363376,3.215975807,3.138422738,3.140130812,3.133078855
PI > PI (26:1),PI,PI (26:1),1.028533386,1.026803156,0.993846002,3.12472591,3.170947862,3.139916879,3.132419826,3.154387481,3.136359062,3.165458038,3.19489716,3.12473895,3.160102243,3.158320294,3.137752799,3.171422225,3.152850759,3.16539869,3.135183586,3.155463607,3.151474073,3.189821484,3.160576592,3.171860995,3.151639505,3.146624124,3.133372852,3.167937344,3.119744058,3.197468056,3.122988753,3.135876548,3.139923169,3.136898083,3.161805102,3.143845129,3.140734275
PI > PI (28:0),PI,PI (28:0),1.017230433,1.015812321,0.982767482,3.127739603,3.122124121,3.173378627,3.134138874,3.130340231,3.123420429,3.169274659,3.137176842,3.127888443,3.164792907,3.133066071,3.142552165,3.142883586,3.162175966,3.126761145,3.125390198,3.145457494,3.146115655,3.188731699,3.124862758,3.146090839,3.110003553,3.150584561,3.140526928,3.133430354,3.149176017,3.147193881,3.160096234,3.125942998,3.158537414,3.150203658,3.131958557,3.116335421,3.134221779
PI > PI (28:1),PI,PI (28:1),0.920570902,0.972303065,1.041205611,3.179660959,3.182380443,3.195379325,3.158543441,3.166660999,3.130648952,3.143707899,3.125142837,3.157752874,3.142877332,3.169586306,3.156082533,3.137056493,3.201298814,3.132003426,3.128050177,3.137974118,3.148726051,3.153583206,3.130912475,3.125038644,3.14682238,3.138668963,3.134731612,3.15968751,3.132009831,3.110401169,3.155639664,3.150928312,3.142846079,3.140011271,3.204320829,3.123394276,3.155062648
PI > PI (28:2),PI,PI (28:2),0.963511656,1.034039239,0.976635824,3.137974119,3.142001336,3.137328818,3.153107258,3.145271041,3.101527153,3.140935247,3.1164218,3.127130756,3.145780492,3.136853724,3.131439038,3.132195661,3.129735025,3.151670136,3.143177273,3.164305288,3.183081877,3.146270738,3.149803969,3.148929515,3.109092382,3.169744977,3.136340028,3.172036376,3.119513251,3.128328201,3.142301877,3.136955112,3.141731928,3.12277931,3.11386988,3.140885015,3.13501813
PI > PI (30:0),PI,PI (30:0),1.029302484,0.987900878,0.994475743,3.115004441,3.127953144,3.140080482,3.14538292,3.135724067,3.142533402,3.184549514,3.116674175,3.123479257,3.154381396,3.108524466,3.12935473,3.148170643,3.156821665,3.120600286,3.157402396,3.138795178,3.135952773,3.138719451,3.132381406,3.127156686,3.107813523,3.122012645,3.133430352,3.134432155,3.139620982,3.167807513,3.149483953,3.126391221,3.142696023,3.142714786,3.149625528,3.137423778,3.117052471
PI > PI (30:1),PI,PI (30:1),1.021148589,1.000737098,0.988802423,3.124960482,3.151057151,3.155864189,3.127480624,3.134055954,3.146562147,3.143058573,3.159705547,3.134737974,3.153436817,3.137613635,3.157299612,3.121920816,3.130610373,3.147435184,3.136986799,3.115543976,3.134030437,3.160042158,3.153284275,3.126793584,3.13463606,3.165825803,3.138498514,3.134935373,3.118291216,3.159717575,3.131034541,3.120777899,3.156621862,3.127966082,3.145569329,3.129419211,3.121664909
PI > PI (30:2),PI,PI (30:2),0.993150869,0.978244545,0.997064548,3.119077678,3.146413369,3.141223974,3.131265727,3.149496263,3.161242221,3.117045832,3.119335115,3.138593215,3.132554275,3.137581994,3.121454816,3.141731923,3.1884729,3.128004897,3.122392868,3.140878731,3.132656685,3.128780433,3.133698578,3.119057868,3.118899363,3.150897632,3.129619042,3.159813775,3.154223091,3.149256102,3.144300192,3.150510864,3.162403115,3.129651258,3.15735403,3.132803847,3.129722139
PI > PI (30:3),PI,PI (30:3),0.995967722,1.003054939,1.00844635,3.113709469,3.139406802,3.14643197,3.127065935,3.148275609,3.133487845,3.12724741,3.148639697,3.141249071,3.114050274,3.126235371,3.131143728,3.133800713,3.15423527,3.13573042,3.114891113,3.147082464,3.132131589,3.139847644,3.115304264,3.141869784,3.117430425,3.142602211,3.1163022,3.137702198,3.123773294,3.122327337,3.146233526,3.115304265,3.119163507,3.136511326,3.114664381,3.169991699,3.136314643
PI > PI (30:4),PI,PI (30:4),0.955621562,0.956088666,1.00855426,3.138119498,3.165137476,3.155208497,3.105360316,3.184702815,3.120948874,3.143589343,3.134444905,3.138138455,3.114611014,3.145861204,3.149939289,3.122563207,3.160774589,3.158392681,3.136105174,3.125708956,3.120692389,3.115983111,3.143570619,3.128767518,3.11243074,3.141581482,3.123178481,3.159921972,3.124784567,3.139759512,3.127933735,3.150873084,3.133641115,3.144543104,3.139425708,3.12917413,3.124484694
