class and lipid,type,lipid,fold change_1hr,fold change_12hr,fold change_24hr,veh_N3_1hr,veh_N4_1hr,veh_N5_1hr,veh_N6_1hr,veh_N7_1hr,Abe_N3_1hr,Abe_N4_1hr,Abe_N5_1hr,Abe_N6_1hr,Abe_N7_1hr,veh_N1_12hr,veh_N2_12hr,veh_N3_12hr,veh_N4_12hr,veh_N5_12hr,veh_N6_12hr,Abe_N4_12hr,Abe_N1_12hr,Abe_N2_12hr,Abe_N3_12hr,Abe_N5_12hr,Abe_N6_12hr,veh_N2_24hr,veh_N3_24hr,veh_N4_24hr,veh_N5_24hr,veh_N6_24hr,veh_N7_24hr,Abe_N2_24hr,Abe_N3_24hr,Abe_N4_24hr,Abe_N5_24hr,Abe_N6_24hr,Abe_N7_24hr
Phosphatidylethanolamine > PE (44:10),Phosphatidylethanolamine,PE (44:10),0.99715465,0.975756963,0.991766851,3.141506242,3.141010584,3.146072224,3.144978766,3.150289697,3.164132711,3.130372399,3.139520202,3.153985532,3.168108422,3.156409847,3.151498587,3.138226921,3.167825224,3.165434298,3.149570135,3.128999918,3.135914665,3.186453448,3.153131675,3.142833578,3.115117728,3.182699933,3.109578577,3.125533341,3.144879228,3.12496048,3.134368416,3.146698476,3.125890999,3.135863841,3.137581992,3.131464708,3.118707757
Phosphatidylethanolamine > PE (44:12),Phosphatidylethanolamine,PE (44:12),1.015507771,0.989047173,0.976061895,3.162809292,3.118006682,3.134680654,3.125520335,3.150283555,3.141292992,3.153747841,3.139457208,3.167707169,3.162349327,3.153314787,3.167447336,3.138214279,3.135984525,3.192422507,3.127065933,3.147837061,3.134636062,3.12703352,3.165048391,3.13384539,3.176716226,3.160972497,3.14890486,3.150860816,3.164186272,3.136866395,3.139425702,3.139343787,3.129670593,3.142057702,3.134916278,3.162301506,3.122707283
Phosphatidylethanolamine > PE (44:2),Phosphatidylethanolamine,PE (44:2),0.986817419,0.994149824,1.024150489,3.128534996,3.139167297,3.120679235,3.12133003,3.131907275,3.137816047,3.123734104,3.143820185,3.131246463,3.115936558,3.128741688,3.126787094,3.138940282,3.125383692,3.173978382,3.147855601,3.147466115,3.159723588,3.146735651,3.111699308,3.14852248,3.11273905,3.117788193,3.099141783,3.127370505,3.134502259,3.126702756,3.133046885,3.122982211,3.122445286,3.142452069,3.118238295,3.14505341,3.141537595
Phosphatidylethanolamine > PE (44:3),Phosphatidylethanolamine,PE (44:3),0.970091496,1.029595984,1.011098693,3.166228786,3.171188039,3.154509209,3.129747909,3.140256602,3.188394103,3.149459323,3.141468616,3.122451841,3.132669482,3.144729872,3.139444608,3.121632084,3.151774257,3.147991527,3.119559425,3.16570127,3.142214243,3.133040489,3.165778365,3.154734322,3.141506242,3.143832659,3.10877471,3.132547874,3.148787716,3.115464089,3.135514312,3.13462969,3.126293823,3.175778485,3.128108378,3.123270046,3.11714533
Phosphatidylethanolamine > PE (44:4),Phosphatidylethanolamine,PE (44:4),1.011335364,1.003640211,0.940896628,3.122667997,3.173151319,3.129038641,3.117012662,3.110778233,3.140885012,3.151811001,3.164941461,3.129283788,3.132407021,3.175018707,3.151719135,3.145159127,3.156191668,3.135329902,3.135730421,3.166773414,3.175210225,3.133353685,3.139079026,3.1491637,3.145948107,3.165339341,3.133206708,3.187751938,3.192511729,3.13459784,3.153711261,3.129831656,3.135088137,3.13700581,3.137853991,3.146314151,3.118125812
Phosphatidylethanolamine > PE (44:5),Phosphatidylethanolamine,PE (44:5),0.971063254,0.985868421,0.984131553,3.11228992,3.158272034,3.12039626,3.152049752,3.166459746,3.141336903,3.112605031,3.150977399,3.135692292,3.146902901,3.128017834,3.157118175,3.136136918,3.147243386,3.150492435,3.145966728,3.135247203,3.155997636,3.118945596,3.117748454,3.152917952,3.146636512,3.162988369,3.12801783,3.143857604,3.108612404,3.127525954,3.123871262,3.125344645,3.106136511,3.107494914,3.146859543,3.145426421,3.116042956
Phosphatidylethanolamine > PE (44:6),Phosphatidylethanolamine,PE (44:6),0.963285616,1.036426423,0.947366689,3.137170511,3.165653821,3.161547702,3.109112648,3.113863198,3.131137308,3.130069926,3.13273347,3.123727566,3.131657181,3.156009764,3.121881455,3.115983109,3.125910499,3.155220645,3.119684719,3.143089813,3.148874033,3.13827114,3.142821071,3.179321979,3.136625489,3.140130812,3.134419409,3.17916676,3.139772106,3.137493398,3.165730919,3.151798756,3.120725277,3.112698852,3.120521317,3.121999525,3.122543555
Phosphatidylethanolamine > PE (44:7),Phosphatidylethanolamine,PE (44:7),0.95791673,1.001908567,1.007102709,3.148448437,3.152172142,3.119770431,3.148016239,3.185207768,3.153455119,3.139205126,3.145115604,3.128618975,3.135692291,3.138536395,3.122510805,3.139986104,3.149046619,3.154411828,3.133475068,3.167400076,3.122543556,3.143589344,3.106748319,3.181357623,3.119981338,3.155093041,3.117788193,3.122779304,3.115590575,3.116415154,3.12574147,3.134234531,3.145948106,3.126547019,3.10305763,3.12459554,3.128670649
Phosphatidylethanolamine > PE (44:8),Phosphatidylethanolamine,PE (44:8),0.980228031,0.968999437,0.995462772,3.141186326,3.167281913,3.124751978,3.121697727,3.130848215,3.146456766,3.132131593,3.129805891,3.146605526,3.129019278,3.146047404,3.12483018,3.123243889,3.130944599,3.19453657,3.150584561,3.126287327,3.140118229,3.121783039,3.129677034,3.137265502,3.1358702,3.129251541,3.118112577,3.141800863,3.138826724,3.130533211,3.128825631,3.13552067,3.143146035,3.111645572,3.129361177,3.122720378,3.124425999
Phosphatidylethanolamine > PE (46:1),Phosphatidylethanolamine,PE (46:1),0.929259615,1.020223394,1.022584737,3.142408266,3.178988479,3.13776545,3.132650284,3.160960506,3.132477451,3.12811485,3.125975492,3.119651751,3.129070902,3.141424717,3.12620939,3.136175009,3.148565672,3.146599326,3.116441725,3.153162204,3.155287472,3.167984545,3.124536858,3.125292574,3.139866528,3.136022632,3.124836695,3.122261795,3.127668399,3.155694288,3.110704194,3.129367626,3.133685807,3.154527468,3.119321918,3.173203786,3.11600306
Phosphatidylethanolamine > PE (52:4),Phosphatidylethanolamine,PE (52:4),1.010754647,0.963710292,0.984489962,3.120007693,3.121389145,3.152208851,3.112497787,3.098325273,3.11924272,3.137999405,3.125181904,3.146983406,3.138807798,3.132631081,3.109807983,3.121723978,3.12401491,3.160948511,3.135202673,3.108307923,3.121802722,3.114497587,3.110569543,3.136105177,3.098463775,3.141098464,3.094645822,3.118026544,3.113642614,3.100025759,3.118615221,3.115211009,3.111732884,3.096291169,3.103646422,3.11672065,3.095518073
Phosphatidylethanolamine > PEo (18:0),Phosphatidylethanolamine,PEo (18:0),0.950495354,1.170082779,0.942131887,3.455027709,3.564580889,3.326692193,3.365338235,3.45769122,3.523988279,3.49358354,3.332212193,3.397049688,3.363040098,3.49225461,3.557560162,3.25506499,3.338400741,3.416247661,3.402835503,3.484009296,3.46875192,3.540762329,3.464036268,3.498622057,3.46818484,3.523421306,3.443165976,3.399839822,3.402395554,3.475764169,3.297506679,3.43877647,3.434853052,3.355432394,3.367016585,3.428034343,3.374781359
Phosphatidylethanolamine > PEo (18:1),Phosphatidylethanolamine,PEo (18:1),1.037444948,0.997414834,0.963842348,3.13906641,3.123590364,3.159242281,3.15346122,3.172637982,3.167837026,3.166293944,3.206259068,3.178568376,3.147867962,3.186261168,3.181792187,3.134795299,3.143944909,3.15898336,3.206755765,3.162068332,3.176021797,3.173728098,3.141550135,3.167547745,3.18607446,3.187684285,3.111927593,3.172381086,3.139375294,3.177842303,3.14272104,3.139217732,3.179942281,3.145556909,3.116773758,3.134387538,3.111020454
Phosphatidylethanolamine > PEo (20:0),Phosphatidylethanolamine,PEo (20:0),0.960085321,0.966505349,0.990490848,3.140803369,3.170854094,3.125390197,3.13492901,3.22087661,3.159789726,3.157626011,3.161254204,3.135387137,3.137056493,3.165671612,3.214647868,3.135113592,3.137727499,3.197952879,3.153948976,3.123067273,3.208892642,3.15241681,3.136352718,3.153607603,3.139879115,3.182585857,3.164775075,3.172480363,3.157940088,3.174728363,3.130243711,3.136263875,3.152557437,3.165190922,3.14262098,3.172357725,3.178850411
Phosphatidylethanolamine > PEo (28:0),Phosphatidylethanolamine,PEo (28:0),0.954258961,1.033622961,0.982689168,3.186521286,3.149453164,3.195268531,3.166258409,3.156240159,3.155336064,3.133098035,3.164424272,3.165475838,3.173495152,3.178850413,3.181168794,3.154350955,3.157444711,3.184435917,3.138946587,3.197131662,3.200856001,3.138511138,3.226625709,3.174164548,3.142126586,3.157432619,3.188270252,3.106034459,3.195960538,3.12742881,3.156215913,3.139967229,3.167134155,3.1564462,3.164376678,3.141418447,3.11499777
Phosphatidylethanolamine > PEo (30:0),Phosphatidylethanolamine,PEo (30:0),0.98257882,1.000216285,0.983435135,3.116375291,3.148176821,3.133353684,3.13640348,3.120698963,3.155487892,3.112236261,3.145264824,3.139929466,3.102845197,3.124230286,3.15719076,3.145600386,3.104855727,3.149767057,3.103160386,3.146227324,3.141305536,3.14630795,3.100108543,3.144219186,3.108517699,3.137613631,3.120823937,3.115131055,3.12513633,3.13511359,3.123609967,3.110643606,3.11204169,3.115810175,3.115863393,3.143913732,3.107888056
Phosphatidylethanolamine > PEo (32:1),Phosphatidylethanolamine,PEo (32:1),0.979166929,1.007346418,1.03358038,3.111497779,3.156034022,3.124008379,3.098214441,3.135711356,3.142545914,3.102426872,3.120758168,3.116162627,3.139488704,3.1195924,3.120106516,3.115284282,3.100749554,3.167335091,3.113843151,3.125364169,3.125064693,3.126404207,3.155415021,3.117986829,3.107847404,3.114851113,3.127487101,3.100177513,3.123060732,3.117284587,3.126709244,3.172001309,3.117231542,3.144356254,3.117211649,3.124686803,3.111793325
Phosphatidylethanolamine > PEo (32:5),Phosphatidylethanolamine,PEo (32:5),1.00551367,1.017934757,0.997909579,3.138068938,3.114837777,3.157819312,3.105707737,3.117437056,3.115830132,3.147026744,3.132439042,3.139350088,3.151247268,3.142176681,3.126137931,3.101031853,3.115404162,3.148207692,3.129535253,3.128657727,3.137221172,3.116501511,3.156537069,3.150222097,3.120948873,3.104637345,3.12009993,3.132656685,3.145550689,3.142089018,3.128341134,3.132387808,3.116714012,3.114811103,3.128664189,3.149785514,3.118938999
Phosphatidylethanolamine > PEo (34:0),Phosphatidylethanolamine,PEo (34:0),1.03215088,1.024970284,1.032915605,3.123276587,3.1176491,3.106170523,3.090455608,3.107284641,3.128412224,3.118760618,3.149520892,3.136479607,3.120389677,3.172626312,3.104719249,3.101141968,3.138315364,3.125624414,3.102570935,3.157553501,3.140206289,3.128567298,3.125273043,3.154667409,3.107121774,3.105803056,3.137379465,3.143458272,3.152306729,3.120633183,3.108240227,3.17122903,3.123413893,3.118046397,3.13527265,3.171340274,3.125533341
Phosphatidylethanolamine > PEo (34:1),Phosphatidylethanolamine,PEo (34:1),0.961912773,1.081462907,1.052621038,3.141944961,3.169774356,3.122097891,3.172124039,3.169056965,3.140111936,3.13213159,3.169092275,3.139261851,3.151106222,3.140765682,3.155670012,3.116627698,3.148028592,3.209595463,3.185031949,3.174222707,3.207537459,3.207602089,3.234036186,3.208747652,3.128179508,3.172649654,3.170859955,3.155870256,3.129947588,3.132912595,3.165630093,3.155238871,3.192199374,3.117258065,3.220076721,3.213177657,3.152166023
Phosphatidylethanolamine > PEo (34:2),Phosphatidylethanolamine,PEo (34:2),1.001962195,1.012002795,0.949178906,3.116282265,3.11291322,3.12488882,3.131175839,3.138290097,3.14160656,3.110778233,3.138782554,3.125136326,3.150258972,3.150916041,3.151621129,3.136879066,3.136923431,3.128670648,3.122798945,3.128476846,3.153936783,3.12950302,3.149077437,3.203408276,3.091716217,3.158627845,3.131708495,3.154320512,3.171351977,3.152208853,3.106116099,3.12008016,3.155839924,3.110630136,3.103461649,3.134349291,3.104152413
Phosphatidylethanolamine > PEo (34:3),Phosphatidylethanolamine,PEo (34:3),0.969415465,1.008461135,0.99816787,3.129135424,3.160888548,3.147762893,3.108213148,3.110360748,3.112283213,3.124758498,3.146878129,3.128838541,3.118046395,3.139293367,3.105046718,3.119242719,3.134661544,3.17260296,3.167589082,3.164394531,3.144138168,3.136974122,3.136155966,3.150320425,3.132950965,3.144175559,3.109477328,3.133206704,3.131843163,3.108037085,3.115996411,3.103475342,3.139891708,3.128941829,3.123472725,3.103755872,3.128793347
Phosphatidylethanolamine > PEo (34:4),Phosphatidylethanolamine,PEo (34:4),0.975434638,0.960118064,0.99232662,3.131644351,3.10696564,3.152759113,3.119559423,3.125669934,3.108936957,3.122058552,3.143071066,3.13107308,3.117158591,3.145196436,3.114030235,3.109416568,3.127072419,3.118516067,3.157154472,3.109443576,3.128399301,3.104623691,3.111826895,3.102598364,3.110609941,3.138049973,3.107379613,3.13001198,3.119123896,3.144941441,3.157686427,3.14075312,3.148744549,3.124269436,3.103632738,3.127966079,3.124021438
Phosphatidylethanolamine > PEo (36:0),Phosphatidylethanolamine,PEo (36:0),0.998001979,1.037983767,1.03143846,3.156343193,3.164923636,3.131503211,3.151369881,3.184793638,3.128883734,3.180441325,3.191383967,3.190096303,3.130925325,3.15472216,3.16055259,3.11577691,3.148713717,3.190449394,3.137619952,3.190163582,3.167069125,3.186786908,3.167423711,3.148362033,3.145842577,3.139960933,3.156706637,3.14792357,3.136346372,3.173687343,3.170988875,3.131535293,3.21655649,3.154326604,3.159555196,3.173570879,3.158531383
Phosphatidylethanolamine > PEo (36:1),Phosphatidylethanolamine,PEo (36:1),0.943563291,1.028891691,0.995249707,3.203016596,3.150093012,3.168521086,3.137708521,3.179097759,3.128612518,3.128315277,3.184946855,3.178061406,3.131400529,3.241426963,3.188973487,3.128173045,3.182956501,3.20158285,3.150480157,3.246872675,3.119196512,3.153357502,3.223739917,3.238176653,3.183639934,3.176473302,3.141957488,3.169768485,3.1612542,3.179586288,3.149132893,3.14417556,3.162516643,3.132394218,3.187746304,3.173815421,3.155943052
Phosphatidylethanolamine > PEo (36:2),Phosphatidylethanolamine,PEo (36:2),0.961938798,1.031878487,1.010282061,3.13325144,3.11330149,3.128450996,3.179189764,3.135247209,3.113087312,3.140325769,3.143033578,3.102749223,3.144984991,3.13309164,3.140740557,3.200604319,3.10769153,3.158386653,3.12656,3.187774486,3.167530033,3.171545122,3.147663989,3.153070624,3.128076045,3.116853406,3.159458937,3.174513387,3.157287521,3.205805057,3.107976127,3.112464265,3.186408215,3.117012667,3.202084928,3.183833377,3.136555726
Phosphatidylethanolamine > PEo (36:3),Phosphatidylethanolamine,PEo (36:3),1.038262468,1.03267785,1.030981199,3.129283791,3.10586432,3.176542718,3.09464582,3.123995327,3.171205608,3.116574571,3.167465058,3.154003808,3.145078291,3.145600389,3.147960638,3.126793582,3.088348783,3.135628738,3.096951734,3.129928269,3.156482555,3.164055321,3.136428857,3.143014831,3.09560172,3.136340025,3.104254908,3.175239236,3.135024493,3.126774118,3.119493468,3.137929863,3.129876748,3.173396113,3.170402576,3.119684721,3.138144777
Phosphatidylethanolamine > PEo (36:4),Phosphatidylethanolamine,PEo (36:4),1.026811656,0.98249382,1.002120004,3.137354141,3.153400213,3.136974125,3.13050105,3.18059036,3.202902283,3.149274579,3.175720529,3.169398168,3.138744696,3.152184377,3.182232024,3.163942196,3.152325077,3.142689773,3.151069414,3.166311713,3.135768547,3.111840322,3.12644316,3.197594824,3.159145957,3.180143115,3.131329924,3.183173036,3.153760033,3.140313198,3.13063609,3.180252107,3.168856823,3.119335117,3.133756032,3.165719061,3.148078009
Phosphatidylethanolamine > PEo (36:5),Phosphatidylethanolamine,PEo (36:5),1.030230371,1.021091659,1.030836378,3.156942715,3.151026476,3.132797455,3.131304249,3.16940405,3.159735615,3.195202039,3.141161218,3.11640187,3.224610781,3.146134268,3.13219566,3.128198908,3.127040007,3.176606348,3.139753215,3.171849299,3.182300533,3.1416191,3.116481583,3.157595797,3.133072459,3.183719601,3.132957359,3.15639773,3.135685936,3.147762894,3.119500057,3.16968622,3.147602163,3.154137829,3.137986767,3.187875938,3.15075647
Phosphatidylethanolamine > PEo (38:0),Phosphatidylethanolamine,PEo (38:0),0.978325459,1.079008777,1.005718411,3.130661806,3.153491721,3.099487301,3.152618555,3.123001845,3.126819528,3.128857911,3.134132496,3.136384443,3.127383468,3.173308698,3.133392019,3.093421716,3.132759066,3.119005042,3.129064452,3.154235269,3.164216034,3.143320915,3.189944893,3.158856855,3.170742724,3.15321103,3.150805575,3.115071082,3.136035332,3.130835359,3.102975408,3.141901112,3.137891931,3.122104454,3.128308813,3.141292994,3.125786984
Phosphatidylethanolamine > PEo (38:1),Phosphatidylethanolamine,PEo (38:1),1.03088126,1.002106995,1.031243956,3.124269441,3.140765683,3.111551531,3.099597806,3.138062616,3.157172617,3.15537251,3.123988798,3.168120214,3.115117731,3.118912571,3.17540746,3.153015664,3.125864999,3.130076366,3.104418855,3.134960838,3.138195328,3.170197181,3.138435365,3.141499974,3.092236297,3.13574948,3.138883505,3.167654038,3.132643884,3.164798848,3.099653053,3.126650847,3.137518712,3.178528071,3.153772227,3.174414575,3.141280441
Phosphatidylethanolamine > PEo (38:2),Phosphatidylethanolamine,PEo (38:2),0.96728973,0.982455963,0.988847246,3.18511136,3.138125817,3.120633182,3.09794417,3.138271144,3.133130005,3.148423753,3.110885902,3.08003455,3.172865559,3.118112581,3.122903681,3.166868066,3.137651591,3.153546614,3.146338956,3.139444603,3.16429934,3.146419568,3.107779634,3.146531154,3.095831653,3.107569502,3.15073806,3.158651958,3.163548998,3.126670317,3.107820302,3.14368918,3.128173048,3.100446396,3.12319811,3.149471639,3.134616953
Phosphatidylethanolamine > PEo (38:3),Phosphatidylethanolamine,PEo (38:3),0.962198275,1.018403584,0.964616527,3.137828692,3.149360807,3.124132402,3.140350918,3.138523769,3.159284422,3.124158506,3.117344253,3.134381161,3.110104674,3.158290135,3.119961568,3.124014909,3.113495494,3.164442111,3.132861421,3.141944965,3.16705139,3.116235741,3.156833773,3.141148673,3.138334313,3.129606151,3.135946422,3.159410804,3.149957737,3.113990155,3.137385793,3.138049976,3.116421799,3.099065737,3.127823741,3.125331628,3.119546231
Phosphatidylethanolamine > PEo (38:4),Phosphatidylethanolamine,PEo (38:4),1.042820193,0.998348012,0.999343805,3.165808013,3.135558815,3.149447013,3.132618286,3.136175009,3.163119641,3.189299404,3.187532035,3.152361772,3.156779292,3.159729603,3.174966459,3.133334518,3.141944962,3.138435367,3.140646321,3.186939428,3.1224977,3.113181028,3.178648976,3.163101744,3.120317257,3.161643494,3.168733158,3.150995802,3.138719456,3.158338391,3.10600724,3.119961569,3.185343837,3.150068424,3.174577312,3.124523815,3.116946313
Phosphatidylethanolamine > PEo (38:5),Phosphatidylethanolamine,PEo (38:5),0.97179634,1.031466542,1.041000322,3.170056286,3.172778044,3.196888859,3.18182076,3.127389944,3.195971597,3.167482779,3.157807234,3.179247251,3.125968993,3.157263333,3.175882778,3.11728459,3.117543092,3.212043735,3.179057503,3.215087442,3.161104381,3.158253936,3.170250009,3.18499791,3.155682149,3.166447909,3.156397731,3.158241871,3.164287437,3.172982218,3.122982212,3.151425043,3.105258081,3.191523705,3.171375398,3.247978202,3.161745252
Phosphatidylethanolamine > PEo (38:6),Phosphatidylethanolamine,PEo (38:6),1.011569886,1.039519098,0.990473298,3.160780591,3.122746574,3.167329185,3.182397559,3.111571686,3.164293388,3.15388803,3.132426233,3.178769844,3.181094384,3.126053474,3.174408762,3.140269179,3.173809604,3.124882306,3.139211429,3.185139721,3.154764732,3.110845526,3.165048393,3.212464647,3.153070625,3.15509912,3.100666896,3.124269442,3.206123996,3.214833285,3.132995732,3.128560836,3.118734187,3.128418686,3.17339611,3.178372575,3.178234303
Phosphatidylethanolamine > PEo (40:0),Phosphatidylethanolamine,PEo (40:0),0.99481963,1.048373504,1.000998611,3.160990482,3.126079464,3.1226287,3.119961572,3.097028153,3.147373326,3.10435055,3.147367138,3.114417508,3.141800861,3.10593919,3.195717074,3.095538985,3.128315277,3.154989709,3.136942444,3.139249251,3.156027956,3.170150222,3.15845299,3.223309025,3.093484757,3.16100247,3.129606149,3.143601822,3.169797861,3.10771186,3.170144353,3.128257093,3.124125879,3.181105837,3.165861371,3.158374585,3.122229019
