Lipid name,MRM,Ab-medium_12h_N1_acy-carnitines,Ab-medium_12h_N2_acy-carnitines,Ab-medium_12h_N3_acy-carnitines,Ab-medium_12h_N4_acy-carnitines,Ab-medium_12h_N5_acy-carnitines,Ab-medium_12h_N6_acy-carnitines,Ab-medium_1h_N3_acy-carnitines,Ab-medium_1h_N4_acy-carnitines,Ab-medium_1h_N5_acy-carnitines,Ab-medium_1h_N6_acy-carnitines,Ab-medium_1h_N7_acy-carnitines,Ab-medium_24h_N2_acy-carnitines,Ab-medium_24h_N3_acy-carnitines,Ab-medium_24h_N4_acy-carnitines,Ab-medium_24h_N5_acy-carnitines,Ab-medium_24h_N6_acy-carnitines,Ab-medium_24h_N7_acy-carnitines,Blank_acy-carnitines,Veh-medium_12h_N1_acy-carnitines,Veh-medium_12h_N2_acy-carnitines,Veh-medium_12h_N3_acy-carnitines,Veh-medium_12h_N4_acy-carnitines,Veh-medium_12h_N5_acy-carnitines,Veh-medium_12h_N6_acy-carnitines,Veh-medium_1h_N3_acy-carnitines,Veh-medium_1h_N4_acy-carnitines,Veh-medium_1h_N5_acy-carnitines,Veh-medium_1h_N6_acy-carnitines,Veh-medium_1h_N7_acy-carnitines,Veh-medium_24h_N2_acy-carnitines,Veh-medium_24h_N3_acy-carnitines,Veh-medium_24h_N4_acy-carnitines,Veh-medium_24h_N5_acy-carnitines,Veh-medium_24h_N6_acy-carnitines,Veh-medium_24h_N7_acy-carnitines,control_medium_acy-carnitines
PC (36:7),776.5 -> 184.1,14484.48092,13236.76085,22157.94131,19842.12134,22746.40157,13202.66088,17147.20132,16837.34138,19715.08139,19828.28136,19893.88138,16974.90117,12830.24087,15172.78096,20613.82143,24190.28173,13780.3409,2392.220188,17199.20116,19209.72144,14962.00105,17521.76144,18512.30136,17778.80122,15456.64103,14215.20089,15277.98109,20363.54156,15085.62112,17303.28127,15376.54113,15969.14107,20066.48129,22957.50156,13548.561,13275.70074
PCo(36:0),776.6 -> 184.1,15161.78117,14444.48116,21651.8217,24502.70176,23734.24142,14758.82103,19966.96121,17897.30142,20711.78131,20434.96156,19105.88107,16847.24121,13668.90083,19240.10137,22795.86165,25911.86179,13798.90094,2730.260193,18348.16135,21334.78163,16921.84121,18246.9412,20430.70147,16780.40121,15658.341,16296.92102,14175.10086,22231.52163,16117.96111,17943.60139,17189.98125,17952.32134,22096.50171,25200.76186,15792.54109,15347.60107
PC (36:6),778.5 -> 184.1,5860.80035,4391.740307,6985.600491,6406.320454,6977.240513,4031.980259,4942.380337,5113.120377,5798.520409,6437.04039,6244.820465,4999.440369,4070.400276,4771.700363,6494.00045,7113.74044,4422.480328,1593.780106,4577.220314,6429.940468,4589.620316,5261.000351,5829.240421,4929.540359,4919.800411,5905.600464,4690.040333,5229.760334,4457.220318,4961.360302,5570.520447,4573.920326,5712.640396,6173.100449,4633.780331,4028.960281
PC (36:5),780.6 -> 184.1,11774.80088,11981.22091,17691.54122,16885.58132,17624.1012,9145.920528,13793.04099,12225.94086,14972.00114,16733.74113,14215.28088,11606.88087,10412.56075,12987.74101,16850.26125,19129.20122,9739.680668,1762.280121,12693.62084,14863.48101,12269.82098,12383.84091,14761.38103,13416.50091,11072.42079,10875.44072,11897.86096,15386.36097,11507.06078,13569.34105,12055.96066,11533.88081,16007.28111,18485.08136,11616.84081,10553.90074
PC (36:4),782.6 -> 184.1,83155.80606,74704.08548,119529.8274,121186.4691,121263.789,68070.54427,102378.507,84745.14578,105298.7872,109101.6472,105781.0882,81383.24638,64358.98419,96848.16704,120292.2098,139382.5288,76538.58603,3977.24028,90339.42603,105120.2475,87502.82571,93848.26662,112353.8073,91548.80688,78849.606,77291.72521,77954.20583,106839.227,82999.18538,93665.30696,89471.32716,88709.52582,112167.5276,136594.7304,73522.18517,76398.94604
SM (d18:2/22:1),783.6 -> 184.1,43933.46314,38760.40278,62222.04436,63723.02438,67793.74503,40108.283,53012.42419,45876.62347,57323.74382,60544.82478,53633.66373,44571.94312,38806.32282,47548.78389,63288.08423,69947.36503,39326.02324,4038.280296,47702.48339,59358.40401,45321.20377,50279.38397,57833.94376,49419.3829,41503.36264,41683.74245,43678.66315,55921.06427,41370.30243,53353.12389,48529.70272,46374.34333,57089.88408,76494.62569,40123.86301,39634.48328
PC (36:3),784.6 -> 184.1,82518.2463,78457.12555,121982.5492,121227.8075,126470.7474,71462.06476,97880.8472,94252.48604,104061.8267,111602.9478,111016.447,88378.70692,68564.52493,94279.6072,119169.329,139184.0084,68255.18532,4657.700356,86799.26566,115609.9666,85722.36673,96615.54731,111635.9275,94136.86771,79948.88641,77324.64642,84335.50532,108760.2279,81769.1263,97625.8867,85680.16646,90226.46628,106858.0479,139857.1893,79590.70594,78927.68639
SM (d16:1/24:1),785.6 -> 184.1,117747.5682,108115.5059,165336.9521,165751.1528,190300.1321,104451.7273,147771.6295,134445.8698,158082.9919,170222.8731,171123.0308,126714.45,103442.5876,131878.3703,176865.4109,212762.699,92512.70665,11581.96084,140427.1489,158972.8514,120117.1667,142159.0715,162428.5726,142764.0116,125585.2099,116072.7485,118268.4074,160465.83,122874.4905,138911.1693,135968.2886,132284.1687,160822.6115,231066.6548,134323.7478,109992.9681
PC (36:2),786.6 -> 184.1,223435.7371,208263.4771,323783.9048,325304.8859,348357.9251,188823.2944,274419.3803,235560.4364,289713.8008,312749.9815,292185.4202,231277.2796,176251.1516,264154.2182,348801.8052,394842.5675,181274.0528,13582.24102,259572.9184,302888.8439,223310.6753,258464.4604,300046.0018,251286.8986,223937.4161,213702.2954,211790.3745,288775.1398,226337.3571,275060.5568,244713.7589,245722.0584,301938.5019,407989.9276,219154.7982,210608.6553
SM (d16:1/24:0),787.7 -> 184.1,249115.5382,207608.8737,349956.1638,342776.2875,374296.7661,215350.9152,323232.6458,278065.918,317898.6621,356902.6852,363468.6227,267463.3776,217991.1944,276887.1204,367441.3064,445277.9306,202777.9569,24085.52167,302032.8586,335785.3081,250366.7766,308699.6016,328872.4054,297848.9224,275267.4399,255664.4972,242005.815,333493.2609,258051.0423,311571.322,287562.2206,284753.8201,337444.0424,487613.5766,289244.4614,227350.4752
PC (36:1),788.6 -> 184.1,444110.0087,413366.472,643962.0897,649336.6807,716166.2619,377352.7449,571410.2563,494159.2574,583564.1471,638300.0885,610584.4793,471112.5936,376804.5678,521372.0776,678882.6915,760485.3035,367759.2629,28641.94207,513850.8993,608966.7277,450205.3658,530907.9526,615409.0789,518142.618,463753.0763,434523.7134,424362.0526,608081.667,463338.2733,531203.9995,490734.5765,493909.5942,598766.0646,836311.8784,454075.1355,411406.4288
SM (d18:0/22:0),789.7 -> 184.1,183672.6314,169217.8745,267939.1207,274446.56,296069.7192,160090.5729,236293.4377,209114.5943,249692.377,268420.6184,270671.4406,193165.053,149477.8493,209862.0765,280910.2197,323014.2625,149065.6483,13936.80097,211704.4742,249018.2195,190457.9754,212800.6949,254645.5572,218407.1597,193910.6722,180214.552,181878.4923,238588.0165,187186.1534,222087.793,197589.9916,210458.476,245020.2737,337153.9634,182925.5123,170623.5503
PC (36:0); PCp(38:6),790.6 -> 184.1,113462.6677,107261.9473,162993.8321,159008.21,171726.2711,97220.14683,142650.9718,122213.6881,146371.7112,153610.11,155283.1316,116502.6485,98444.88738,122964.9095,171278.0335,185183.3936,87400.6064,9075.880627,129912.6294,160990.1714,117060.8091,129392.6695,151350.6109,128757.4689,113951.8085,104669.4481,109138.2069,146996.1708,115085.5287,132919.15,118775.6677,124330.0686,150808.7509,186335.3726,103692.3876,100176.0469
PCo(38:6),792.6 -> 184.1,23341.86163,22666.92176,33480.9419,30146.92255,34034.30248,17976.52129,26193.12158,24551.50186,29378.92199,30373.42236,28357.16196,22270.00164,19317.42127,24180.74168,29034.42183,35486.66262,18164.92127,1918.22015,22671.02173,28455.902,21071.66159,25999.38186,28239.80175,25033.02188,22288.38147,20302.84128,20557.02166,27060.70178,22759.92162,26869.84203,25608.14193,23173.56153,30532.06184,34382.32252,19209.74124,20961.8215
PCo(38:5),794.6 -> 184.1,18630.28124,17786.7212,27595.10198,26288.06198,29068.58221,15101.28082,22064.40161,20501.30135,23901.90167,24700.46172,24072.78133,19936.10135,16574.96114,22255.16135,27751.32195,30664.38232,15798.56123,2239.600155,20599.78169,26910.6221,19966.62123,21160.18168,25349.32164,20655.98166,17431.12131,18550.10118,18451.64152,24503.20157,16794.8611,22441.92143,21247.90188,22246.0015,23056.34152,28722.14193,17173.44117,15312.66096
PCo(38:4),796.6 -> 184.1,16679.8412,17159.48122,23019.66169,25295.82189,25613.20202,14966.36092,21663.30172,18502.02121,20802.9015,24097.48174,20412.34149,17759.0613,14385.54096,20635.3413,25174.48155,28602.68235,13787.24105,1891.200134,16806.12112,22947.86153,18019.24121,19760.08146,21539.86159,19031.82122,17807.70118,15626.58104,15803.82118,22642.36156,15504.12111,19557.5212,18920.16117,18039.76115,21681.50139,29195.54214,16439.9411,15970.98099
PCo(38:3),798.6 -> 184.1,15513.06114,16320.64125,23005.60139,23049.76171,23222.14163,14255.44113,20358.28168,16192.28102,21893.86148,20158.52119,21709.04162,17073.46127,13409.42077,19423.40141,23843.36166,27364.42213,12184.60082,2350.540169,17251.26125,21432.04161,18407.36141,18610.34141,20233.38142,18399.54135,17333.10137,14546.94103,16668.92109,19903.22142,16225.82112,19614.28142,15792.50108,16805.70124,21431.46145,23590.12158,15826.90119,16333.20124
PC (38:9),800.5 -> 184.1,26111.24182,22281.90177,36362.44233,34238.48305,38896.36235,22947.52171,31997.28232,29340.40207,34700.44209,34648.08224,36539.54231,27182.64219,24875.08152,29085.98189,38188.32272,44202.54356,18580.78132,3521.540249,31534.24212,33334.18201,26296.70201,30563.04152,33136.46247,30501.66214,27424.48164,24594.7815,26792.82167,32352.88209,25534.18174,32464.58186,30051.78201,28092.48199,33855.26251,40441.56287,27115.86195,22534.14157
PCo(38:2),800.6 -> 184.1,29762.54199,25160.58171,37155.38228,40330.46302,43081.90371,21567.50154,35065.58234,31579.62234,35817.30281,43703.88307,35317.1825,31782.90229,23746.54182,32294.42223,41036.46298,47883.42324,21892.18135,3955.900284,33607.64205,36845.32268,29892.84204,31525.74216,39758.30252,32832.56209,29052.66178,26818.66166,27576.56185,38918.74237,29885.50231,34559.64244,30438.90178,31179.52238,39035.02304,43319.4236,27984.22224,25534.22204
PC (38:8),802.5 -> 184.1,24357.44181,19825.16136,35918.42239,33730.08259,38398.84272,23207.70151,31031.6025,27794.2819,32085.80255,35868.90331,32079.7823,27084.78189,22288.30153,26997.52171,37027.34237,39630.14281,19025.64147,3692.600269,30511.48209,32184.66251,26919.38201,31168.86182,31572.58241,28749.00208,27862.42187,25267.34175,24670.90176,32378.18209,23995.94173,27323.40219,27428.68157,28808.88224,32558.92226,37079.32302,25552.3418,25691.92193
PCo(38:1),802.7 -> 184.1,29145.4021,24941.02155,40996.66279,41425.94322,42718.34352,25634.62174,37875.56259,33281.54237,38774.42256,41446.3224,36771.96266,33842.8222,27185.28213,33659.44206,42466.96318,48170.40424,22555.5216,4289.42025,34996.04228,37334.04264,31068.86195,37159.68253,37539.94273,33423.32224,31237.08252,31170.44217,29728.2821,41025.30272,26616.70188,36737.42247,34716.46228,33036.90271,38841.82247,48299.20299,32549.98235,28000.38163
PC (38:7),804.6 -> 184.1,9198.020607,8808.520527,10985.92076,12997.66096,13046.161,9428.08065,11166.50091,9717.500595,10554.60067,11775.28076,10316.52071,9614.980659,8874.180588,11471.48088,12504.46091,13665.38095,7590.020546,1755.480103,9785.000729,11508.56087,9723.5406,10204.82075,12643.58089,11075.52075,10944.82072,9492.500774,10264.2408,12812.2808,9464.740646,9691.760719,9120.980648,9893.160713,11160.74076,14681.04107,9205.180618,8783.820671
PCo(38:0),804.7 -> 184.1,9286.340679,8393.360474,12512.14083,13680.76106,14078.42097,9376.260681,12224.02103,11384.96077,11527.5609,12461.36092,10872.98067,10143.36082,8978.200642,10015.54072,13157.50097,13591.04096,7191.360405,1818.540134,10600.06072,11595.16099,9365.600559,11663.98076,13132.20088,11864.18081,9632.220657,9510.720615,9648.780636,12091.76089,9053.740612,9611.640633,10506.30084,10987.98069,11133.28086,14692.80104,9004.160641,9235.020737
PC (38:6),806.6 -> 184.1,97492.90617,88988.94589,142414.9307,135206.9296,146528.4493,79346.68584,117478.1681,101801.368,124312.8489,134897.9704,114332.8285,97490.16785,78848.02593,108418.3692,139427.6918,156258.6113,72074.54499,3562.360222,106727.2073,126327.0091,96595.40718,111772.1488,128834.5282,108667.7072,96090.38735,89452.26759,97022.30734,125805.2888,83821.74604,110633.4486,101791.8863,105746.027,127577.4696,157459.2099,80031.06624,93172.92565
PC (38:5),808.6 -> 184.1,167921.4721,153803.1111,255652.9575,247827.336,263321.2969,138323.9911,203250.8917,180984.6717,211831.6322,232293.0959,209590.473,173197.9714,135096.8085,192884.7323,253555.2184,288367.8381,132894.9293,5822.720413,189981.2967,228510.5364,171205.4335,194606.0521,227304.0558,184445.9133,163340.3105,158248.1702,171667.0532,220644.2558,154483.1513,192780.6751,170549.2106,185668.8929,219836.2559,288084.9402,142918.3507,147847.031
PC (38:4),810.6 -> 184.1,234838.6778,213893.8763,342805.0866,337088.804,367114.6465,180674.0737,283283.8173,245458.2387,292443.7014,316724.3619,308619.9196,230508.0757,181886.8923,266101.1201,341240.2017,408986.1075,176555.2317,8577.440548,249886.9985,314748.3828,233009.8792,267208.8187,304629.882,254879.117,219561.1944,212298.3526,233328.018,298469.261,220285.8152,258369.7174,244468.4174,246629.757,303208.3446,396055.1069,199784.6133,208612.8731
SM (d18:2/24:1),811.7 -> 184.1,191757.9737,171057.0728,271620.1787,273030.6399,293977.6383,159632.8717,240567.0961,206145.1532,244650.3168,259969.2199,250203.5952,193212.2921,159623.4113,225274.517,287293.1848,333510.4044,145775.8496,12295.72083,219845.6566,254005.8406,195957.7544,224109.5553,255850.339,219468.6373,192520.6741,185871.6953,187997.952,251517.8783,179948.4926,220883.7542,213541.2937,208623.9184,256422.9581,329620.9805,183232.953,175450.3724
PC (38:3),812.6 -> 184.1,186400.733,168539.9118,257482.0575,259073.2395,282820.9778,159339.1702,221742.8392,198879.7139,234994.8181,255881.3367,248841.4981,179839.5127,149747.3916,210895.0771,267099.4404,313421.5648,141849.6099,9205.500629,213829.7347,243208.5369,187094.5124,211475.2933,248686.3578,211052.9775,181882.0933,174260.9919,176567.2523,240347.4576,177066.5141,216324.3174,201722.3358,191851.4756,239191.7575,310968.822,162760.7118,167705.9917
SM (d18:1/24:1)15Z)),813.7 -> 184.1,319744.0409,276007.6017,459206.0922,443751.7083,498904.8759,278050.6584,425843.5494,377625.4865,431288.7965,459397.388,426918.9166,355762.4666,290472.6607,374665.5863,496232.2281,566351.6251,248827.2792,32264.60178,399057.9272,435980.8729,327004.1992,400224.734,442401.173,398824.3047,354191.6415,326064.5236,305671.0391,437910.4102,341853.0813,403982.5863,376822.9046,359023.9058,437841.5271,548384.7404,326835.8229,295920.182
PC (38:2),814.6 -> 184.1,140587.7693,121961.9095,195366.932,196326.3347,214295.8352,116371.3682,178854.2533,158028.1909,180626.7121,194161.6535,184144.9738,150642.7116,126936.449,161556.5718,209791.2542,236416.657,104974.4662,14920.50105,169823.231,182250.3498,144005.9109,164185.8713,186727.1737,164028.913,151262.8922,137065.7291,130910.6695,182587.1116,134617.6709,171058.3135,161714.6298,149973.5301,181265.2715,238443.8352,136742.0511,130474.8309
SM (d18:1/24:0),815.7 -> 184.1,123166.5496,100771.2869,160720.1896,171380.6519,189816.2525,111569.7085,162969.7321,137367.4729,161796.3096,178373.4535,159916.0101,134141.4492,110925.2674,134539.089,192473.9936,208491.8353,85980.22588,15955.52107,152372.5319,168292.3312,125647.3095,153733.8904,160400.0114,141810.1902,141949.1101,125757.1272,115283.6897,179596.3322,120840.948,157047.8893,142539.871,135940.5905,166994.6328,210317.1346,127172.4292,108493.0481
PC (38:1),816.6 -> 184.1,52666.44385,43720.3228,76264.10634,74059.6053,80630.72518,46212.20343,67799.82434,59529.40399,70606.08481,78734.06538,69172.38446,57099.30428,49476.06304,57960.84485,83363.36668,85813.42636,38732.94307,7057.560535,62880.18424,73931.26445,53516.14384,64509.24449,67252.1452,64080.60454,59968.70428,52789.34358,53319.00385,75166.92493,55121.68382,65253.82494,61872.92416,59469.8644,71324.06503,85386.56683,55221.54375,48245.08346
SM (d18:0/24:0),817.7 -> 184.1,18631.20126,17479.54122,23948.0215,25320.24163,28600.90242,17983.70132,21923.68133,23126.18182,25792.50177,27808.50167,24288.04176,19901.68142,16180.32122,21088.86142,28823.38198,31614.12222,13505.02098,3570.200279,21748.86143,26886.34226,19841.64123,23219.50159,22967.30136,20688.34163,21663.8416,20278.24124,19313.62157,25415.04193,21189.36129,23749.82162,21749.14169,21012.98156,21714.14159,31762.52216,18755.32126,18807.92149
PCp(40:6),818.6 -> 184.1,15441.5813,13952.68097,22193.52184,21627.86176,21903.58155,13273.84086,18512.52126,14793.321,17410.04131,19288.72145,17819.52115,14899.26106,13819.20093,15420.70118,22437.52142,24308.10148,11604.38081,1972.740135,16029.06114,19673.14155,14272.12097,16798.44106,18570.74129,17229.98123,15697.08126,13969.04103,13737.64094,18194.94144,15005.42109,17521.80112,15430.0811,15978.48116,18426.42122,22847.34169,14021.94105,13935.30112
PC (38:0),818.7 -> 184.1,14644.88113,15278.28093,19793.74137,23271.26172,24215.22173,13267.98095,17923.88126,16371.72111,18505.18141,21901.6616,19839.90142,17101.64113,14428.40112,17240.4012,21790.92164,23342.14192,11833.42083,2018.220116,17791.32106,20306.12139,15512.92117,18269.30135,20170.64142,17469.78107,15227.94119,15223.46096,16192.1412,18542.74139,14617.62108,17184.10117,16128.04125,15857.36114,20630.54145,23163.6418,13774.481,14102.10109
PCo(40:6),820.6 -> 184.1,27847.84233,22520.3216,30633.12228,32099.48216,35611.56261,28900.86226,29144.88208,29758.36201,35666.04281,33066.16251,33472.04234,27849.62237,21616.36134,27071.74166,28324.40218,34582.5225,22244.1815,1785.580132,28698.24217,28207.0019,25896.02186,28107.00164,34096.62272,29192.42192,25685.00182,27354.88183,28436.76196,31814.24239,28623.16203,27570.84203,26339.82203,26421.9623,31352.04229,34343.94271,22748.22162,18343.30129
PCo(40:5),822.6 -> 184.1,21883.30153,19055.92148,26669.06188,27579.84218,29887.84249,17818.38119,24673.88182,23689.82174,24477.40155,26755.62183,28184.18226,22856.22171,16396.00101,21710.24154,30118.70218,32875.30228,18311.98109,1924.68013,21534.18144,25084.30183,18878.08145,23777.72145,27248.20175,22879.52164,20831.50134,18427.54132,20174.32137,24039.84172,21314.9213,22009.26162,20528.44157,19063.22154,24884.38154,30237.68192,18295.1613,17455.08134
PCo(40:4),824.6 -> 184.1,10139.32059,9846.540638,13565.18102,13732.22102,14711.241,9407.940731,11715.64081,11466.80073,14098.08099,14212.88098,13700.98096,10487.40081,9074.780655,11148.70077,14571.08097,15880.8412,8053.240482,1846.980137,10728.92071,13037.02095,9674.600605,11033.54079,13181.46098,11700.56087,11497.42089,10515.40068,9438.040699,11567.48084,9656.120796,11790.24093,11540.44083,11007.42077,12483.86095,17197.88129,10113.08066,10555.64074
PC (40:10),826.5 -> 184.1,7536.720562,6529.660465,9349.320641,9398.500721,10986.60073,7038.380508,9231.940628,8324.220604,8261.000637,9425.600651,9696.28072,8249.020508,6108.24044,8908.2407,8970.520657,11124.50066,7539.300526,1909.160133,7809.160599,9757.940628,7318.180519,7432.460499,10072.82068,9000.360588,7940.280586,6436.100372,7519.580532,8865.080624,6772.960518,8925.820541,8282.04063,7428.560574,9364.060715,11263.50066,7405.800472,7348.180573
PCo(40:3),826.6 -> 184.1,7482.340469,7670.320595,10573.70066,10255.12059,11422.10086,7846.400524,9036.400497,8505.98061,9708.54068,10084.64069,9537.060677,7673.16061,7082.480545,8839.800579,9881.660698,11469.96078,6476.740505,1628.600117,8657.740627,10080.26073,8459.640499,8814.2206,10239.98066,10019.86071,8068.540611,7832.180584,8211.860664,9231.840633,7286.900551,9718.700783,8698.620609,8215.900623,10198.80074,11963.7009,7860.920528,8299.460579
PC (40:9),828.6 -> 184.1,6629.76046,6049.340405,9622.440704,7688.520557,8519.280514,5230.720318,7965.620579,7257.180515,7709.540569,8606.460682,9014.240593,7403.400478,6455.360458,8860.260544,8908.600594,9537.920742,4928.800308,2123.940155,7429.360523,9254.120693,6732.200436,8081.920521,8205.220531,8233.500607,7164.220528,7459.940563,6313.120461,7869.960545,6481.380466,7128.720581,7320.020496,7159.440502,7720.180553,9337.000641,6357.420479,6292.760521
PCo(40:2),828.7 -> 184.1,6392.540428,5994.36047,9724.520657,9076.060585,10048.72064,6902.420387,7865.380596,7766.920506,7989.120495,8753.260681,8967.080666,7678.200611,6350.440502,7484.340588,9280.440712,11341.40082,6099.380421,2178.020149,8409.420639,9332.140633,6760.860523,7928.600529,10017.32067,8870.080597,8774.060684,7153.120461,7943.060627,9391.580685,8374.580631,8010.440624,8607.420544,7621.040497,9079.64061,10458.6608,7382.680534,6497.300518
PC (40:8),830.6 -> 184.1,7445.740528,5490.880405,8675.660465,8385.100651,9509.26059,6858.700493,8049.360458,7622.480453,8606.240665,8946.520672,9170.180538,7041.160408,6448.740482,7415.320492,9101.640545,10114.82074,5392.880314,2125.840157,8927.240719,9109.58073,6375.10041,7299.86055,7744.800529,6896.400463,7225.440487,6752.820538,6577.320446,8464.160583,5527.480408,7378.980515,6215.56044,6517.44046,9517.380791,10695.70078,8184.140514,6703.32045
PCo(40:1),830.7 -> 184.1,6985.960434,5556.820374,8806.580605,8501.920597,9118.680637,6924.940567,8100.400566,8127.300587,7698.520523,9301.280643,9048.900642,7781.280579,5727.400436,7959.400555,9849.500721,9532.40073,5437.080395,1888.720127,6978.300426,9118.680645,6805.420475,7979.760609,8824.380573,8038.020634,7357.620541,6671.68055,7617.760464,9388.880547,6596.720482,8653.300625,7724.100536,7575.020626,9252.200603,9787.54063,7448.94046,5925.080452
