,lipid,Transition,type,Blank,veh_N1,Abe_N1,veh_N2,Abe_N2,veh_N3,Abe_N3,veh_N4,Abe_N4,veh_N5,Abe_N5,veh_N6,Abe_N6,veh_N7,Abe_N7
1016,TAG(52:4)_FA 18:0,872.8 -> 571.8,TAG1,1129.060081,,,,,1125.300079,1082.020088,1041.160076,992.2800674,1146.620079,1086.700073,1159.32008,1018.260067,1120.280079,986.7600708
1017,TAG(52:4)_FA 18:1,872.8 -> 573.8,TAG1,1038.760063,,,,,1263.660091,1074.360073,1212.520092,1139.380081,1244.640087,1315.260094,1258.480099,1168.120075,1151.840088,1419.620106
1018,TAG(52:5)_FA 16:0,870.8 -> 597.8,TAG1,1066.380077,,,,,1104.700089,1137.700085,1085.620071,1164.560066,1202.98008,1172.920086,1068.54007,1231.200081,1006.800068,1089.480068
1019,TAG(52:5)_FA 16:1,870.8 -> 599.8,TAG1,1063.600075,,,,,1074.200077,1177.280083,1053.520081,1175.140099,1126.720081,1108.000084,1053.300079,1174.12009,1134.320084,1072.840076
1020,TAG(52:5)_FA 18:0,870.8 -> 569.8,TAG1,960.5200653,,,,,967.5600777,1231.62009,1184.020069,1066.280075,1072.900078,1067.700069,1173.340076,1033.400066,1079.740074,1076.98008
1021,TAG(52:5)_FA 18:1,870.8 -> 571.8,TAG1,1015.200085,,,,,1066.640079,1125.160076,1111.340084,1086.440083,1221.320091,1090.600079,1063.140079,1002.720058,1179.300076,1059.740082
1022,TAG(52:6)_FA 16:0,868.7 -> 595.7,TAG1,1009.240059,,,,,1093.600082,1131.840088,1020.40007,1272.520073,1287.960087,1241.000084,1010.560074,1233.760082,1079.560074,1200.380077
1023,TAG(52:6)_FA 16:1,868.7 -> 597.7,TAG1,1057.980083,,,,,1159.140076,1063.620079,1033.120075,993.260067,1071.940079,1041.660076,1087.540077,1071.800064,1108.480083,1172.100082
1024,TAG(52:6)_FA 18:0,868.7 -> 567.7,TAG1,992.1600838,,,,,1075.480068,1194.620087,1064.940083,1039.080078,1083.140079,989.600071,1040.960075,1242.500092,1214.020096,1041.840073
1025,TAG(52:6)_FA 18:1,868.7 -> 569.7,TAG1,950.0000725,,,,,1129.380081,1092.32008,1082.920082,1153.180077,1135.940079,1007.080078,1013.020065,1052.200077,1174.320087,1014.660072
1026,TAG(54:0)_FA 16:0,908.9 -> 635.9,TAG1,1030.000069,,,,,1147.220081,1089.080082,1053.280071,1253.300083,1094.240086,1147.720078,1202.620075,1274.980087,1175.360085,1145.50008
1027,TAG(54:0)_FA 16:1,908.9 -> 637.9,TAG1,1051.440071,,,,,2480.320168,3002.600182,2565.160175,2298.260159,2670.220211,2865.960232,2818.860245,2811.740192,2957.2402,2087.720154
1028,TAG(54:0)_FA 18:0,908.9 -> 607.896,TAG1,1482.320114,,,,,1691.020111,1568.300106,1435.160103,1420.440094,1668.700127,1561.840115,1386.680099,1413.840115,1571.320118,1260.440094
1029,TAG(54:0)_FA 18:1,908.9 -> 609.9,TAG1,1048.300076,,,,,1106.700077,1172.440083,1107.660076,981.3000565,1086.760071,1008.360062,1055.900085,1061.180069,1163.860088,1087.500084
1030,TAG(54:1)_FA 16:0,906.8 -> 633.8,TAG1,1095.680084,,,,,1131.180084,986.5600739,1326.560085,1181.520077,1165.820076,1110.340088,1106.980076,1112.340076,1098.08007,1055.600067
1031,TAG(54:1)_FA 16:1,906.8 -> 635.8,TAG1,968.56007,,,,,1030.420063,1038.140076,1034.340069,1078.520081,1194.100079,1033.200069,1227.620087,1045.280079,1140.920074,1056.580074
1032,TAG(54:1)_FA 18:0,906.8 -> 605.8,TAG1,1118.720066,,,,,1140.040089,1159.660084,1165.040085,1160.700085,1172.900078,1065.340069,1126.420078,1136.300087,1259.78009,1088.420071
1033,TAG(54:1)_FA 18:1,906.8 -> 607.8,TAG1,1066.980072,,,,,1582.600128,1764.720116,1182.180084,1690.700119,1443.960098,1449.0201,1579.940098,1576.30011,1629.92012,1698.720123
1034,TAG(54:2)_FA 16:0,904.8 -> 631.8,TAG1,1027.360077,,,,,1198.540085,1146.540081,1032.600082,1039.800083,1077.520065,1072.120083,1063.100075,1130.960075,1106.560078,1133.18008
1035,TAG(54:2)_FA 16:1,904.8 -> 633.8,TAG1,969.5000687,,,,,1091.740086,1073.700077,1019.800064,1022.560066,1023.360065,1074.160072,1013.980068,1010.440083,1061.360073,1064.90007
1036,TAG(54:2)_FA 18:0,904.8 -> 603.8,TAG1,1151.860092,,,,,1255.800095,1239.900089,1079.280079,1247.680084,1205.820087,1105.160072,1478.360107,1268.180092,1003.90007,1134.16008
1037,TAG(54:2)_FA 18:1,904.8 -> 605.8,TAG1,1137.640079,,,,,1471.680099,1101.500069,1180.580086,1334.2201,1330.500099,1466.740101,1382.480103,1402.520096,1166.240074,1149.920086
1038,TAG(54:3)_FA 16:0,902.8 -> 629.8,TAG1,969.3800583,,,,,988.3400726,1198.400093,1121.940075,1192.380081,1372.360104,1338.120125,1155.98008,1153.780075,1159.080074,1175.440079
1039,TAG(54:3)_FA 16:1,902.8 -> 631.8,TAG1,1051.200085,,,,,998.4000702,984.240078,1107.460072,982.4400673,1003.100079,1022.960068,1074.220074,1122.520077,1047.900082,1040.160072
1040,TAG(54:3)_FA 18:0,902.8 -> 601.8,TAG1,1004.140068,,,,,1193.340096,1111.68008,1056.280083,1211.720093,1120.720085,1098.180077,1042.880077,1109.200081,1124.440086,1227.200092
1041,TAG(54:3)_FA 18:1,902.8 -> 603.8,TAG1,1365.900085,,,,,1474.14011,1485.980106,1245.440083,1958.140144,1587.780106,1643.080109,1528.560112,1569.080109,1594.440098,1732.700115
1042,TAG(54:4)_FA 16:0,900.8 -> 627.8,TAG1,1067.66008,,,,,1492.080101,1067.760071,1109.980076,1345.740093,1179.700085,1153.340084,1282.480099,1104.120087,1292.780098,1271.840092
1043,TAG(54:4)_FA 16:1,900.8 -> 629.8,TAG1,935.0400581,,,,,1135.500069,979.8800697,1026.020073,1019.080078,1111.300083,1151.50008,1068.240074,995.7000618,1046.480083,1026.500076
1044,TAG(54:4)_FA 18:0,900.8 -> 599.8,TAG1,970.4600754,,,,,1180.460083,1091.120083,1058.800064,1152.880077,1235.500084,1078.280071,964.0000687,1123.900074,1286.820087,1102.480076
1045,TAG(54:4)_FA 18:1,900.8 -> 601.8,TAG1,1305.860096,,,,,1133.300091,1211.820084,1201.12009,1177.800079,1085.540081,1299.000088,1360.840092,1101.560078,1155.08007,1353.280075
1046,TAG(54:5)_FA 16:0,898.8 -> 625.8,TAG1,975.0000687,,,,,1319.980095,1516.880108,1402.760082,1137.920086,1400.960098,1663.040112,1279.220097,1130.300083,1239.760078,1227.800091
1047,TAG(54:5)_FA 16:1,898.8 -> 627.8,TAG1,1002.520081,,,,,1023.120075,1192.820087,1150.140076,1108.180088,1010.780075,1140.400085,1039.620071,1074.400089,994.1600647,1146.840084
1048,TAG(54:5)_FA 18:0,898.8 -> 597.8,TAG1,981.3000565,,,,,1090.420082,1058.360077,1012.360069,1019.540073,1019.460075,1059.620075,1178.540077,1023.940075,1114.620083,987.2000694
1049,TAG(54:5)_FA 18:1,898.8 -> 599.8,TAG1,1043.400074,,,,,1314.00008,1461.280102,1165.740082,1273.860081,1160.200073,1458.940094,1130.380089,1123.740078,1344.640102,1300.800095
1050,TAG(54:6)_FA 16:0,896.8 -> 623.8,TAG1,1103.180073,,,,,1236.880096,1566.480122,1026.540081,1072.260071,1361.200096,1275.180084,1368.440109,1303.340073,1010.220074,1149.800079
1051,TAG(54:6)_FA 16:1,896.8 -> 625.8,TAG1,978.9200592,,,,,1010.060062,1104.34008,1003.960079,1041.560074,1105.540073,1157.260082,1054.100075,1139.260086,1249.44009,1201.620094
1052,TAG(54:6)_FA 18:0,896.8 -> 595.8,TAG1,946.8800735,,,,,1040.040077,1145.700081,1076.580078,1051.040077,979.7800713,974.900074,1062.420082,1068.640064,1162.320084,1104.100086
1053,TAG(54:6)_FA 18:1,896.8 -> 597.8,TAG1,996.8600693,,,,,1195.600094,1165.820091,1035.440071,1046.140068,1243.200085,1047.880085,1108.560078,1069.98008,1019.280071,1110.820076
1054,TAG(54:7)_FA 16:0,894.8 -> 621.8,TAG1,1086.980076,,,,,1148.760086,1121.900074,1068.200077,1140.180073,1187.740082,1392.7201,1160.980091,1144.380077,1239.76009,1275.220093
1055,TAG(54:7)_FA 16:1,894.8 -> 623.8,TAG1,986.1800766,,,,,1222.880085,1098.640079,982.1200752,996.2800674,1050.920078,1281.720108,1097.840076,1174.020092,1040.68008,1117.240089
1056,TAG(54:7)_FA 18:0,894.8 -> 593.8,TAG1,1102.700085,,,,,1006.540077,1211.060085,1023.380074,1052.360065,1167.700085,1131.760082,1116.020073,1122.540081,1134.020081,1006.260067
1057,TAG(54:7)_FA 18:1,894.8 -> 595.8,TAG1,997.6800804,,,,,1128.760086,1109.380085,993.6000748,995.2400742,1042.300083,1108.640076,1120.940067,1079.280083,990.9200706,1016.980072
1058,TAG(54:8)_FA 16:0,892.7 -> 619.7,TAG1,1127.200081,,,,,1078.020084,1065.720074,1039.720085,1096.460079,1034.440071,1178.240074,1093.640076,1170.720074,1112.480091,1182.660084
1059,TAG(54:8)_FA 16:1,892.7 -> 621.7,TAG1,989.340065,,,,,1120.560089,1221.940086,1224.240078,1387.580093,1197.300087,1211.540089,1304.480087,1305.880085,1250.740078,1147.220074
1060,TAG(54:8)_FA 18:0,892.7 -> 591.696,TAG1,1001.880066,,,,,1121.240078,1232.08009,1067.640079,996.3600616,1054.000069,1198.020077,1020.740074,1145.720081,994.1800613,1118.380081
1061,TAG(54:8)_FA 18:1,892.7 -> 593.7,TAG1,999.8600693,,,,,1130.68008,1153.560081,1031.980064,1025.140083,1181.760094,1134.800079,1099.160072,1164.640087,1078.280079,1090.360073
1062,TAG(56:0)_FA 16:0,936.9 -> 663.9,TAG1,1131.440079,,,,,9061.980679,9164.340569,7202.880516,9423.220631,9856.800758,9290.140388,11182.42079,10507.42075,9015.580601,11955.0809
1063,TAG(56:0)_FA 16:1,936.9 -> 665.9,TAG1,1006.060074,,,,,1400.100101,1691.440125,1389.220097,1591.400101,1742.720116,1605.900124,1818.020153,1952.620163,1649.580105,2012.980167
1064,TAG(56:0)_FA 18:0,936.9 -> 635.9,TAG1,1072.520077,,,,,1137.580082,1104.06007,1172.920074,1096.860073,1095.300076,1279.900089,1200.180088,1248.860104,1196.500084,1262.060089
1065,TAG(56:1)_FA 16:0,934.9 -> 661.9,TAG1,1037.24007,,,,,1580.740116,1423.980103,1215.200081,1068.680077,1265.780071,1068.480072,1260.740093,1322.960094,1212.50008,1217.580101
1066,TAG(56:1)_FA 16:1,934.9 -> 663.9,TAG1,1208.080086,,,,,5726.000397,6187.580395,4671.560364,5681.600368,6578.960464,5462.880428,7169.460468,6911.540581,6156.540451,7668.360588
1067,TAG(56:1)_FA 18:0,934.9 -> 633.9,TAG1,1078.100063,,,,,1017.40007,1056.800076,1053.020065,1066.740067,1112.640072,1155.800079,1098.620079,1105.860077,1060.260071,1057.140068
1068,TAG(56:2)_FA 16:0,932.9 -> 659.9,TAG1,1002.800083,,,,,1200.840088,1610.080105,1363.140091,1258.680092,1563.64011,1417.820103,1448.500103,1293.880096,1434.020096,1293.960106
1069,TAG(56:2)_FA 16:1,932.9 -> 661.9,TAG1,1064.460079,,,,,1098.160084,1174.16008,1290.620087,1129.540077,1210.900078,1085.160084,1121.32008,1151.640087,1259.140091,1218.860092
1070,TAG(56:2)_FA 18:0,932.9 -> 631.9,TAG1,1115.66008,,,,,1063.34008,1152.580074,1105.100075,1048.720081,1060.640068,1099.240078,1105.020069,1032.340065,1100.720074,1008.760063
1071,TAG(56:3)_FA 16:0,930.8 -> 657.8,TAG1,1061.100082,,,,,1085.220078,1124.980076,1146.340076,981.56007,1139.740078,1053.040073,1135.460079,1073.740074,1047.84008,1177.300095
1072,TAG(56:3)_FA 16:1,930.8 -> 659.8,TAG1,1042.760078,,,,,1569.980099,1373.58009,1863.740124,1697.900124,2076.560143,1933.520142,2173.400146,1455.220093,1561.64011,1672.900101
1073,TAG(56:3)_FA 18:0,930.8 -> 629.8,TAG1,1082.840073,,,,,1152.460079,1145.800087,1090.360077,1077.060081,1127.760075,1060.22007,1089.080082,1086.420086,1092.880077,1058.260071
1074,TAG(56:4)_FA 16:0,928.8 -> 655.8,TAG1,1119.400074,,,,,1095.820072,1206.060093,1202.200073,1101.520084,1301.940098,1531.680115,1152.780075,1133.900082,1180.620079,1199.500084
1075,TAG(56:4)_FA 16:1,928.8 -> 657.8,TAG1,1046.780071,,,,,1078.160072,1119.580074,1075.440079,1064.620075,1038.020069,1127.960079,1155.060085,1024.480064,1038.140079,1046.960075
1076,TAG(56:4)_FA 18:0,928.8 -> 627.8,TAG1,1085.920082,,,,,1138.34008,1088.240074,1121.260078,1120.560081,1096.420071,1152.120087,1071.880074,1142.98008,1206.50008,1078.320076
1077,TAG(56:5)_FA 16:0,926.8 -> 653.8,TAG1,1076.640076,,,,,1746.700138,2074.620148,1697.96014,1569.620113,1870.720139,1600.060108,1594.980125,1722.780125,1735.280117,1897.180134
1078,TAG(56:5)_FA 16:1,926.8 -> 655.8,TAG1,1163.400082,,,,,1156.000076,1067.040077,1123.120083,1183.680084,1191.620079,1271.020077,1193.100079,1413.14011,1131.900085,1271.50008
1079,TAG(56:5)_FA 18:0,926.8 -> 625.8,TAG1,1083.880066,,,,,1132.940079,1181.500088,1159.780094,1025.420071,1120.420082,1173.760082,1120.460087,1143.840088,1057.280079,1565.620106
1080,TAG(56:6)_FA 16:0,924.8 -> 651.8,TAG1,1070.66008,,,,,1297.920101,1312.060101,1197.260078,1206.180088,1317.560101,1434.000099,1360.240097,1537.240082,1115.720085,1218.780094
1081,TAG(56:6)_FA 16:1,924.8 -> 653.8,TAG1,1003.500072,,,,,1860.900139,2092.580173,1563.700123,1996.900162,1901.940136,1700.40012,2176.740185,1919.580128,1981.800144,2109.500153
1082,TAG(56:6)_FA 18:0,924.8 -> 623.8,TAG1,1001.360073,,,,,1051.020073,1069.960075,1063.700066,1078.100082,1159.840076,1132.580078,1074.260075,1186.960102,1332.100101,1145.580082
1083,TAG(56:7)_FA 16:0,922.8 -> 649.8,TAG1,1135.520069,,,,,1096.720081,1276.240101,1137.340084,1039.180077,1307.560097,1320.300083,1103.640083,1190.940075,1043.220074,1102.780079
1084,TAG(56:7)_FA 16:1,922.8 -> 651.8,TAG1,1049.120083,,,,,1142.300083,1225.280083,1082.680077,1040.380074,1166.200085,1073.300083,1185.140072,1004.560066,1144.420078,1079.780079
1085,TAG(56:7)_FA 18:0,922.8 -> 621.8,TAG1,1123.420078,,,,,1148.760075,1160.440079,1065.780064,1077.920071,1183.020092,1126.460083,1237.600098,1188.480087,1107.300083,1171.540081
1086,TAG(56:8)_FA 16:0,920.8 -> 647.8,TAG1,1040.000076,,,,,1135.720085,1132.660076,1189.360088,1190.460083,1103.080086,1045.460083,1112.140083,1096.860073,1080.700081,1064.180077
1087,TAG(56:8)_FA 16:1,920.8 -> 649.796,TAG1,986.4200706,,,,,1038.520073,1047.520077,1115.900089,992.2400627,1025.220078,1106.48008,1106.420071,1137.000084,1038.080074,965.9200668
1088,TAG(56:8)_FA 18:0,920.8 -> 619.8,TAG1,1017.280071,,,,,1055.480076,1050.360077,1077.840073,1056.580074,1076.400074,1164.04007,1010.660065,1008.760075,1073.420082,1100.280075
1089,TAG(58:0)_FA 16:0,964.9 -> 691.9,TAG1,1120.000076,,,,,1117.180073,1011.700077,1090.560078,1016.880066,1116.160084,1140.880077,1047.780079,1069.720078,1137.340084,1098.880081
1090,TAG(58:0)_FA 16:1,964.9 -> 693.9,TAG1,1051.700077,,,,,1081.000072,1079.340076,1089.120083,1001.720074,1082.98008,1047.860069,1067.720074,1075.640068,1093.220078,1027.740082
1091,TAG(58:0)_FA 18:0,964.9 -> 663.9,TAG1,1098.480076,,,,,6149.02042,7214.880482,5185.060379,6599.600422,7520.680508,6488.96043,10275.36071,9281.600632,6246.000462,8512.680584
1092,TAG(58:1)_FA 16:0,962.9 -> 689.9,TAG1,1069.720078,,,,,993.2000694,1109.900082,1049.880081,1117.620094,1163.000076,1074.920082,1041.720081,1125.460072,1054.980076,1025.640076
1093,TAG(58:1)_FA 16:1,962.9 -> 691.9,TAG1,1056.040066,,,,,1107.300079,1068.120071,1063.680077,1042.720078,1048.840076,1125.740082,1045.680065,1038.22007,1039.200069,1236.820087
1094,TAG(58:1)_FA 18:0,962.9 -> 661.9,TAG1,1119.360081,,,,,1363.940086,1172.360081,1243.640079,1143.140087,1323.260082,1334.660091,1132.740078,1281.040104,1182.560081,1259.580086
1095,TAG(58:10)_FA 16:0,944.8 -> 671.8,TAG1,1029.060074,,,,,1154.600082,1119.620083,1114.760075,1175.520088,1168.660076,1139.100079,1025.200073,1043.140072,1010.660065,1169.060089
1096,TAG(58:10)_FA 16:1,944.8 -> 673.8,TAG1,1081.380085,,,,,1110.940075,1155.840084,1121.060078,1053.74007,1049.840076,1125.00008,1042.880074,1151.140091,1022.460075,1089.800076
1097,TAG(58:10)_FA 18:0,944.8 -> 643.8,TAG1,1029.34008,,,,,1189.300087,1131.800083,1281.940079,1030.880062,1165.480087,1305.020088,1055.700081,1095.220085,1082.740082,1141.44009
1098,TAG(58:2)_FA 16:0,960.9 -> 687.9,TAG1,1131.640079,,,,,1357.060097,1216.50008,1166.200081,1156.520077,1300.560097,1360.740105,1379.840099,1272.220089,1432.860092,1116.240078
1099,TAG(58:2)_FA 16:1,960.9 -> 689.9,TAG1,990.1600723,,,,,1064.00008,1024.560081,1168.120083,1080.520073,1089.160076,1137.600082,1069.240078,1119.920078,1127.140072,1015.58007
1100,TAG(58:2)_FA 18:0,960.9 -> 659.9,TAG1,1025.560066,,,,,1587.520111,1838.220127,2320.02018,2288.220177,2141.660141,1852.220158,1874.740139,1520.280102,1829.460133,1893.580132
1101,TAG(58:3)_FA 16:0,958.9 -> 685.9,TAG1,1074.220074,,,,,3279.040203,2217.840164,2958.020241,3023.020203,3277.580288,2960.500248,2985.620197,3085.82024,2749.520226,2822.440186
1102,TAG(58:3)_FA 16:1,958.9 -> 687.9,TAG1,1056.360073,,,,,1072.980072,1046.320072,1132.020077,1113.620075,1319.100098,1153.200077,1250.740097,1174.720093,1059.100075,1057.860081
1103,TAG(58:3)_FA 18:0,958.9 -> 657.9,TAG1,1044.260063,,,,,1125.200073,1146.760078,1043.640079,1099.520069,1055.34008,1118.300072,1144.520081,1083.580082,1072.920074,1044.540073
1104,TAG(58:4)_FA 16:0,956.9 -> 683.9,TAG1,1135.980087,,,,,1089.620079,1103.360077,1149.440071,1070.960075,1088.840073,1128.480076,1169.900089,1127.300083,1143.080086,1113.100075
1105,TAG(58:4)_FA 16:1,956.9 -> 685.9,TAG1,1040.900074,,,,,2622.920193,2346.520161,2661.460167,2646.800205,2695.340225,2297.920162,2378.540165,2440.780163,2432.420166,2837.500187
1106,TAG(58:4)_FA 18:0,956.9 -> 655.9,TAG1,998.7600708,,,,,1112.560074,1178.800087,1130.700073,1155.300076,1148.580086,1262.400089,1184.140087,1259.920071,1111.420074,1116.480076
1107,TAG(58:5)_FA 16:0,954.8 -> 681.8,TAG1,992.0800781,,,,,1136.880089,1289.220093,1057.980064,1117.000076,1189.060078,1106.760071,1270.94009,1186.140083,1172.44009,1106.020069
1108,TAG(58:5)_FA 16:1,954.8 -> 683.8,TAG1,1040.880074,,,,,1128.700077,1045.300076,1073.380077,1104.000072,1102.360077,1115.860081,1099.880077,1011.500069,1116.200089,1152.960087
1109,TAG(58:5)_FA 18:0,954.8 -> 653.8,TAG1,1079.620087,,,,,1692.840107,1897.020138,1655.240112,1900.880142,1729.920124,2014.640144,1916.480156,1693.320114,1424.240097,2055.900139
1110,TAG(58:6)_FA 16:0,952.8 -> 679.8,TAG1,1004.460068,,,,,1170.480087,1345.540089,1115.540073,1226.600098,1282.400093,1208.78009,1428.760094,1239.320084,1278.300095,1176.060085
1111,TAG(58:6)_FA 16:1,952.8 -> 681.8,TAG1,985.7200813,,,,,1159.080086,1179.460083,1105.720078,1039.320068,1174.900078,1054.960072,1051.420074,1199.44009,1049.720081,1108.160095
1112,TAG(58:6)_FA 18:0,952.8 -> 651.8,TAG1,1056.200077,,,,,1095.100075,1153.140083,1262.160084,1165.020081,1103.42009,1216.700089,1145.560089,1176.180092,1146.900082,1265.0201
1113,TAG(58:7)_FA 16:0,950.8 -> 677.8,TAG1,1255.58009,,,,,1095.740082,1275.840084,1223.240082,1047.040073,1186.840092,1127.420074,1106.480083,1239.800083,1078.420074,1093.620087
1114,TAG(58:7)_FA 16:1,950.8 -> 679.8,TAG1,1047.860069,,,,,1090.440075,1234.640095,1097.140079,1130.780075,1165.720081,1126.82008,1225.180088,1161.120075,1182.540089,1184.42009
1115,TAG(58:7)_FA 18:0,950.8 -> 649.8,TAG1,1099.080063,,,,,1146.960098,1159.980083,1106.060081,1201.840092,1044.060074,1170.300083,1249.740089,1208.640087,1088.300079,1048.54007
1116,TAG(58:8)_FA 16:0,948.8 -> 675.8,TAG1,1033.940063,,,,,1153.040092,1139.880077,1128.020073,1173.480076,1315.340111,1116.360085,1103.240078,1121.760094,1294.860096,1388.840096
1117,TAG(58:8)_FA 16:1,948.8 -> 677.8,TAG1,1022.620075,,,,,1120.360081,1031.940071,1074.240082,1144.100086,1305.920086,1130.60009,1044.760075,1099.660084,1126.080074,1072.420071
1118,TAG(58:8)_FA 18:0,948.8 -> 647.8,TAG1,1134.920078,,,,,1113.520073,1195.720081,1061.360073,1162.400085,1099.560078,1086.90007,1038.020073,1094.460079,1151.880074,1097.800076
1119,TAG(58:9)_FA 16:0,946.8 -> 673.8,TAG1,1134.920074,,,,,1078.120079,1133.740074,1182.020088,1003.360069,1154.580086,1089.880077,1115.480076,1126.220081,1112.620075,1021.120075
1120,TAG(58:9)_FA 16:1,946.8 -> 675.8,TAG1,983.62006,,,,,1065.700081,1073.720066,1306.400093,1146.760071,1144.020073,1199.180088,1053.240078,1110.200089,1136.68008,1215.220081
1121,TAG(58:9)_FA 18:0,946.8 -> 645.8,TAG1,1054.320076,,,,,1048.38007,1032.020069,1121.380081,1088.920078,1135.300079,1044.920071,1115.380077,1109.700089,1029.220078,1105.620075
1122,TAG(60:0)_FA 16:0,992.9 -> 719.9,TAG1,994.4000778,,,,,989.4800682,1038.380077,1039.020073,1020.680058,1047.640068,1123.840076,1036.660072,1025.300068,1008.720066,1001.840069
1123,TAG(60:0)_FA 16:1,992.9 -> 721.9,TAG1,1016.000076,,,,,973.3400726,979.6000595,1042.760075,956.840065,1058.720081,998.9800644,1035.220066,1019.700073,1019.200069,982.9000664
1124,TAG(60:0)_FA 18:0,992.9 -> 691.9,TAG1,1048.360069,,,,,1144.800079,1192.920074,1171.080074,1152.220078,976.8400726,1149.140079,1007.740074,1101.580086,1069.600082,1067.120079
1125,TAG(60:1)_FA 16:0,990.9 -> 717.9,TAG1,1017.920063,,,,,1128.920078,1167.140072,1126.180077,1019.560059,1098.360077,1118.740082,1114.020077,1150.980087,1157.220081,1119.00008
1126,TAG(60:1)_FA 16:1,990.9 -> 719.9,TAG1,1093.900074,,,,,1052.780067,1037.460079,1044.980072,1089.840076,1113.480072,1079.320076,1019.960064,1128.860092,1049.860081,1102.560078
1127,TAG(60:1)_FA 18:0,990.9 -> 689.9,TAG1,1078.740074,,,,,1135.66008,1215.360096,1236.360081,1212.260082,1122.640083,1190.980083,1066.980072,1165.420086,1339.720093,1108.280075
1128,TAG(60:10)_FA 16:0,972.9 -> 699.9,TAG1,1045.040077,,,,,1066.660076,1172.240082,1191.480076,1105.500069,1153.420074,1064.940079,1054.540085,1132.080093,1095.040073,1080.860073
1129,TAG(60:10)_FA 16:1,972.9 -> 701.9,TAG1,1026.380074,,,,,1096.040073,1135.900074,1089.700077,997.3400726,1147.560074,1141.10009,1196.880077,1267.780075,1108.00008,1127.180069
1130,TAG(60:10)_FA 18:0,972.9 -> 671.9,TAG1,1053.660072,,,,,1059.780064,1079.440075,1051.980076,1029.660061,1035.940071,1132.100071,1070.920086,1042.340069,1058.440067,1018.880081
1131,TAG(60:11)_FA 16:0,970.9 -> 697.9,TAG1,1045.000065,,,,,1069.180073,1108.72007,1090.420078,1063.240074,1136.320076,1188.000092,1182.940083,1093.160088,1225.720089,1039.66008
1132,TAG(60:11)_FA 16:1,970.9 -> 699.9,TAG1,1046.540077,,,,,1071.06007,1037.720066,1120.980076,1011.560066,1046.06007,1067.860077,1080.720074,1114.360073,1122.640079,1014.480072
1133,TAG(60:11)_FA 18:0,970.9 -> 669.9,TAG1,1048.22007,,,,,1107.740078,1043.420071,1060.020077,1032.140072,1093.080086,1196.880085,1058.04007,1031.460064,1158.000084,1165.420078
1134,TAG(60:12)_FA 16:0,968.9 -> 695.9,TAG1,991.8200684,,,,,1027.920078,1066.780079,1074.380085,1067.380081,1111.240086,1125.820072,1069.160072,1175.380085,1135.42009,1025.08007
1135,TAG(60:12)_FA 16:1,968.9 -> 697.9,TAG1,1055.54007,,,,,1066.140076,1057.420074,1088.720078,1041.360073,1028.780071,1122.380085,984.6200714,1073.060078,1079.800064,1053.700077
1136,TAG(60:12)_FA 18:0,968.9 -> 667.9,TAG1,1028.74007,,,,,1076.180084,1143.920086,1058.560078,1025.260071,1011.660069,1078.300076,1130.280079,1087.100075,1040.140076,1050.740074
1137,TAG(60:2)_FA 16:0,988.9 -> 715.9,TAG1,1080.480076,,,,,1048.760071,1068.920078,1111.400074,1072.560074,1305.440098,1070.780075,1095.040073,1045.900066,1026.540077,1033.440071
1138,TAG(60:2)_FA 16:1,988.9 -> 717.9,TAG1,1012.200069,,,,,1070.660076,1152.240082,1114.240074,1099.800083,1010.740067,1069.700073,1069.040062,1080.340084,1138.140083,1129.320076
1139,TAG(60:2)_FA 18:0,988.9 -> 687.9,TAG1,1058.680088,,,,,1356.680092,1401.040108,1263.300098,1364.840096,1716.160122,1301.380085,1297.600094,1211.180092,1471.700104,1353.300091
1140,TAG(60:3)_FA 16:0,986.9 -> 713.9,TAG1,1125.920086,,,,,1051.620087,1181.300072,1125.640076,1030.06007,1070.080086,1116.740086,1095.760075,1040.260086,1147.440083,1068.660069
1141,TAG(60:3)_FA 16:1,986.9 -> 715.9,TAG1,1079.480072,,,,,1060.420071,1173.74007,1093.400078,1050.460083,1142.820084,1054.32008,1022.320068,1005.320084,1043.280067,1108.500076
1142,TAG(60:3)_FA 18:0,986.9 -> 685.9,TAG1,1038.06007,,,,,3041.580177,2409.900166,2419.100151,3307.660255,2972.260223,2325.780163,2774.280216,2583.500221,2996.980244,2680.200169
1143,TAG(60:4)_FA 16:0,984.9 -> 711.9,TAG1,1103.720081,,,,,1095.520081,1076.400082,1056.780075,1116.600075,1066.220074,1027.16008,1052.420074,1058.620075,1023.460068,1087.060078
1144,TAG(60:4)_FA 16:1,984.9 -> 713.9,TAG1,1023.22007,,,,,1007.920074,1072.380081,1072.220074,1026.54007,1058.860073,1092.220074,1036.400074,1088.200085,1093.920078,1041.720085
1145,TAG(60:4)_FA 18:0,984.9 -> 683.9,TAG1,1148.940075,,,,,1191.060081,1075.420067,1051.820072,1053.540077,1104.82008,1119.620071,1010.120079,1117.720085,1071.420071,1071.640076
1146,TAG(60:5)_FA 16:0,982.9 -> 709.9,TAG1,1009.820065,,,,,1086.56007,1239.600098,1036.560078,1080.520073,1091.200073,1069.740074,1047.340076,1039.640064,1090.240082,995.9800682
1147,TAG(60:5)_FA 16:1,982.9 -> 711.9,TAG1,1005.940063,,,,,1053.640076,1091.56007,1097.780071,1015.080067,1040.440071,1096.720074,1046.940075,1092.340076,1057.820076,1053.50008
