,lipid,Transition,type,Blank,veh_N1,Abe_N1,veh_N2,Abe_N2,veh_N3,Abe_N3,veh_N4,Abe_N4,veh_N5,Abe_N5,veh_N6,Abe_N6,veh_N7,Abe_N7
856,PS (36:2),788.5437 -> 603.5437,PS,2984.440231,,,,,1530.040104,1744.480118,1334.020088,1661.040127,1437.020092,1564.740101,1614.160118,1555.580112,1493.380108,1503.420113
857,PS (36:3),786.5281 -> 601.5281,PS,1570.040108,,,,,1353.160084,1433.960102,1379.460102,1384.040096,1374.380104,1446.7201,1307.340084,1388.780106,1379.180084,1317.780102
858,PS (36:4),784.5124 -> 599.5124,PS,1420.880104,,,,,1600.160114,1450.340103,1382.080093,1470.220097,1452.220116,1335.100098,1299.660091,1445.380108,1361.040096,1516.480106
859,PS (36:5),782.4968 -> 597.4968,PS,1386.300087,,,,,1359.420094,1447.160103,1369.280094,1387.320099,1382.520096,1392.600109,1354.780094,1536.860104,1418.780106,1413.340096
860,PS (36:6),780.4811 -> 595.4811,PS,1427.520107,,,,,1401.120102,1605.920113,1382.780098,1354.520088,1616.480106,1341.8801,1495.660103,1306.060101,1434.16011,1346.300098
861,PS (36:7),778.4655 -> 593.4655,PS,3041.320217,,,,,3056.460228,3166.52021,2887.780186,2842.080196,3065.000233,2943.040211,2789.940182,2807.400208,2669.560192,2820.780205
862,PS (36:8),776.4498 -> 591.4498,PS,3424.880241,,,,,4358.22028,3844.340275,3635.84026,5126.000332,3092.200218,2989.120201,2971.700211,3286.340256,2782.080196,2929.780216
863,PS (38:0),820.6063 -> 635.6063,PS,1439.380096,,,,,1556.440117,1707.780117,1545.74012,1746.040134,1345.900097,1335.580093,1545.720108,1580.500099,1403.460094,1396.720093
864,PS (38:1),818.5907 -> 633.5907,PS,1558.680115,,,,,1378.780087,1381.620106,1359.860092,1436.260098,1460.900108,1546.96011,1455.760109,1402.7201,1377.400093,1399.300098
865,PS (38:2),816.575 -> 631.575,PS,1630.320126,,,,,1402.420094,1343.000099,1436.7001,1320.700085,1406.900097,1359.300095,1416.640102,1543.580105,1409.520103,1418.760101
866,PS (38:3),814.5594 -> 629.5594,PS,3217.4202,,,,,1464.260109,1538.620113,1268.380081,1432.160091,1525.400108,1620.560116,1462.3601,1425.000111,1414.880108,1442.920094
867,PS (38:4),812.5437 -> 627.5437,PS,3532.240185,,,,,1775.520111,1647.480122,1443.380116,1474.400105,1711.960121,1780.300121,1700.90012,1810.720127,1625.440117,1537.720116
868,PS (38:5),810.5281 -> 625.5281,PS,1508.660099,,,,,1402.900105,1423.760094,1526.000114,1455.620106,1445.780102,1486.900112,1379.640095,1500.260098,1437.380096,1445.260098
869,PS (38:6),808.5124 -> 623.5124,PS,1471.440102,,,,,1572.300114,1434.740097,1372.960094,1442.660103,1613.860123,1444.560089,1386.780098,1413.660095,1373.660103,1397.540104
870,PS (38:7),806.4968 -> 621.4968,PS,1556.140121,,,,,1425.300095,1448.680103,1360.080109,1532.400112,1578.340115,1545.840111,1506.420109,1527.180103,1479.860107,1490.280102
871,PS (38:8),804.4811 -> 619.4811,PS,1803.840149,,,,,1416.060101,1446.320107,1417.780094,1318.040089,1343.840092,1382.380093,1625.500114,1367.3601,1352.840092,1319.640091
872,PS (38:9),802.4655 -> 617.4655,PS,1537.040123,,,,,1455.660095,1512.860092,1377.880093,1452.380104,1394.360096,1340.560097,1359.840099,1376.200104,1341.000095,1546.100117
873,PS (40:0),848.6376 -> 663.6376,PS,1324.820091,,,,,3199.440239,3538.860245,2609.600212,3947.040279,3635.880291,2931.66024,3591.260223,3823.420284,3506.080242,3649.72028
874,PS (40:1),846.622 -> 661.622,PS,1445.620117,,,,,1465.780102,1470.680096,1398.900101,1475.06012,1457.46011,1403.760098,1438.700096,1427.640099,1578.260117,1607.540138
875,PS (40:2),844.6063 -> 659.6063,PS,1416.840099,,,,,1849.760136,2052.700157,1984.620148,1921.800133,2216.980148,1912.380123,1837.80014,2127.740162,2218.580158,2069.72015
876,PS (40:3),842.5907 -> 657.5907,PS,1659.520134,,,,,1332.000092,1597.620113,1434.740112,1401.340096,1377.040104,1415.980095,1440.000095,1596.780113,1577.140099,1491.100101
877,PS (40:4),840.575 -> 655.575,PS,2085.72015,,,,,1617.600113,1685.000118,1427.340107,1480.260098,1705.020123,1595.20013,1411.8801,1550.340111,1472.160099,1507.240105
878,PS (40:5),838.5594 -> 653.5594,PS,3388.120216,,,,,1677.420116,1730.080128,1759.080112,1847.020119,1615.260117,1579.600109,1720.080124,2333.460152,1796.820122,1747.860123
879,PS (40:7),834.5281 -> 649.5281,PS,1472.46011,,,,,1430.620094,1491.900105,1489.060101,1580.220119,1382.340092,1578.920109,1595.080105,1532.080109,1435.260105,1583.000111
880,PS (40:8),832.5124 -> 647.5124,PS,1407.780102,,,,,1829.880138,1477.340107,1472.580112,1367.800102,1502.920113,1430.700108,1514.840103,1422.30011,1503.360111,1513.32011
881,PS (40:9),830.4968 -> 645.4968,PS,1396.020107,,,,,1372.380093,1523.440098,1377.420105,1354.000103,1535.360115,1338.3801,1479.380119,1629.980114,1364.100098,1451.860107
882,PS (42:0),876.6689 -> 691.6689,PS,1345.900093,,,,,1393.8801,1366.820095,1329.62009,1337.540096,1427.740097,1330.540108,1332.340092,1336.540092,1436.840096,1432.100094
883,PS (42:1),874.6533 -> 689.6533,PS,1302.560097,,,,,1395.680099,1382.5401,1388.920097,1452.280102,1436.62011,1268.300095,1385.540096,1318.08009,1383.620094,1324.500092
884,PS (42:10),856.5124 -> 671.5124,PS,1363.560101,,,,,1386.620094,1417.020096,1420.620087,1372.520103,1419.340092,1480.380096,1391.860107,1454.700111,1348.180099,1530.600113
885,PS (42:11),854.4968 -> 669.4968,PS,1278.020084,,,,,1469.2001,1635.060104,1523.80011,1531.920101,1497.900112,1392.940094,1410.660099,1352.800091,1457.200104,1395.920082
886,PS (42:2),872.6376 -> 687.6376,PS,1380.420105,,,,,1453.220112,1486.440117,1359.360096,1581.300125,1450.920109,1497.500107,1405.760101,1391.280106,1319.360092,1464.280106
887,PS (42:3),870.622 -> 685.622,PS,1583.960114,,,,,1777.500126,1501.340118,1406.540092,2214.660164,1651.840118,1578.260117,1587.020115,1541.7001,1588.64011,1698.920124
888,PS (42:4),868.6063 -> 683.6063,PS,1409.620102,,,,,1326.760086,1347.920109,1427.440086,1336.380093,1487.5401,1347.500107,1401.920094,1368.740097,1413.940102,1376.260094
889,PS (42:5),866.5907 -> 681.5907,PS,1441.060108,,,,,1411.940098,1472.660103,1305.320087,1453.400089,1408.480087,1359.8801,1332.3801,1544.440102,1373.960087,1466.300095
890,PS (42:6),864.575 -> 679.575,PS,1295.300106,,,,,1659.280113,1583.060112,1446.920105,1511.340092,1413.140106,1351.960091,1283.200085,1381.260109,1502.100101,1370.760086
891,PS (42:7),862.5594 -> 677.5594,PS,2573.400185,,,,,2834.540195,2928.780209,2885.560204,2794.380196,2662.620197,2914.020218,2724.30019,2747.280193,2835.440197,2911.680218
892,PS (42:8),860.5437 -> 675.5437,PS,1357.640099,,,,,2208.820171,1606.280098,1651.540104,2040.140148,1981.14016,1711.200115,1709.460133,1751.86013,1656.16011,1847.560127
893,PS (42:9),858.5281 -> 673.5281,PS,1271.760094,,,,,1567.62011,1572.920128,1442.940094,1632.260098,1598.600128,1948.040142,1924.520134,1707.220123,1603.080112,1538.380104
894,PS (44:0),904.7002 -> 719.7002,PS,1235.020084,,,,,1250.220089,1362.820091,1300.300095,1336.360092,1301.040085,1272.300091,1281.300095,1331.500095,1296.120083,1288.320095
895,PS (44:1),902.6846 -> 717.6846,PS,1398.700104,,,,,1438.300098,1306.480091,1390.000103,1379.740093,1428.720108,1304.260098,1361.800091,1505.000118,1345.460094,1399.160099
896,PS (44:10),884.5437 -> 699.5437,PS,1384.860088,,,,,1401.100101,1466.180107,1431.440094,1436.000099,1409.060104,1372.860104,1314.400089,1465.700108,1335.880096,1380.500092
897,PS (44:2),900.6689 -> 715.6689,PS,1247.680088,,,,,1370.720085,1310.740105,1338.3601,1370.700096,1351.620106,1336.940086,1287.780094,1410.840107,1324.840099,1258.460091
898,PS (44:3),898.6533 -> 713.6533,PS,1290.840099,,,,,1346.360088,1389.660095,1349.660091,1346.800083,1381.400097,1323.280094,1412.920094,1425.66011,1372.580097,1322.260082
899,PS (44:4),896.6376 -> 711.6376,PS,1332.360088,,,,,1351.120098,1475.180099,1298.080097,1365.620094,1406.880104,1405.700104,1390.000099,1410.900105,1335.480103,1385.800098
900,PS (44:5),894.622 -> 709.622,PS,1363.920094,,,,,1424.900105,1466.560104,1454.92009,1426.200096,1537.060116,1444.600113,1339.020096,1454.900108,1428.920101,1368.500092
901,PS (44:6),892.6063 -> 707.6063,PS,1407.340107,,,,,1407.560104,1357.28009,1353.500092,1281.460098,1359.640095,1307.980106,1367.980095,1542.500103,1286.480087,1314.820084
902,PS (44:7),890.5907 -> 705.5907,PS,1333.540089,,,,,1359.680088,1478.96011,1423.640102,1326.620102,1347.840099,1352.840111,1460.480106,1446.060097,1339.040104,1363.460094
903,PS (44:8),888.575 -> 703.575,PS,1371.160095,,,,,1476.240097,1428.440098,1530.600101,1338.520084,1330.620102,1373.3601,1389.640106,1335.520103,1473.480095,1366.220097
904,PSo (16:0),484.3035 -> 299.3035,PS,1568.920105,,,,,1698.620125,1538.360111,1474.640102,1573.840115,1848.080147,1528.260101,1486.260098,1704.060127,1659.240131,1604.740128
905,PSo (18:0),512.3348 -> 327.3348,PS,12760.76086,,,,,37338.32284,31649.02221,17392.68114,37502.16243,14684.34108,15793.30111,16798.00114,13616.72081,14833.96103,14023.08094
906,PSo (20:0),540.3661 -> 355.3661,PS,1503.480106,,,,,3427.940277,2230.380127,2473.260189,2295.300144,2745.040222,2256.780163,2221.120144,2381.100174,3910.980244,2670.780197
907,PSo (28:0),666.4706 -> 481.4706,PS,1653.90012,,,,,1304.960087,1355.240082,1384.540089,1340.760105,1306.920105,1370.500103,1252.920086,1466.900112,1376.560097,1476.46011
908,PSo (30:0),694.5019 -> 509.5019,PS,1358.180099,,,,,1333.320087,1331.300095,1341.000103,1351.620102,1334.480091,1268.800091,1466.920116,1369.660091,1309.58009,1270.060097
909,PSo (30:1),692.4862 -> 507.4862,PS,1334.260094,,,,,1341.040104,1460.540108,1278.700089,1279.640095,1449.600109,1434.92012,1397.700096,1376.460091,1292.380093,1358.700104
910,PSo (32:0),722.5332 -> 537.5332,PS,1264.600101,,,,,1311.460087,1291.380085,1378.580101,1312.200085,1505.220116,1383.640102,1309.880093,1461.280106,1345.540096,1335.92009
911,PSo (32:1),720.5175 -> 535.5175,PS,1331.620094,,,,,1397.340115,1404.340111,1380.3801,1405.360096,1491.560112,1369.240097,1249.740086,1214.700073,1446.040092,1391.880104
912,PSo (34:0),750.5645 -> 565.5645,PS,1430.440113,,,,,1231.840092,1423.080109,1353.800106,1318.3601,1394.860107,1399.080105,1350.100094,1428.500095,1360.040085,1332.760098
913,PSo (34:1),748.5488 -> 563.5488,PS,1390.880096,,,,,1250.540089,1458.560097,1282.940079,1405.060093,1490.340107,1308.980087,1360.060104,1293.760078,1284.860096,1364.560097
914,PSo (34:2),744.5175 -> 559.5175,PS,1342.160107,,,,,1356.220093,1346.660095,1360.480095,1414.280098,1337.100101,1344.300087,1353.460087,1260.580093,1333.280102,1273.840096
915,PSo (34:2),746.5332 -> 561.5332,PS,1349.820091,,,,,1593.400112,1470.380123,1427.660099,1440.940105,1442.820107,1540.940125,1535.700104,1468.180092,1719.940105,1508.440105
916,PSo (34:4),742.5019 -> 557.5019,PS,1341.060089,,,,,1371.2001,1446.980114,1374.740101,1340.460098,1386.000099,1354.620106,1327.900074,1367.320107,1351.560089,1296.280083
917,PSo (36:2),774.5645 -> 589.5645,PS,1400.680099,,,,,1386.140095,1506.08012,1388.960102,1301.240086,1297.160084,1453.580112,1393.920094,1354.320091,1344.920094,1304.920086
918,PSo (36:3),772.5488 -> 587.5488,PS,1365.480091,,,,,1408.200104,1456.480091,1359.220108,1378.220104,1390.920113,1495.840099,1331.960094,1444.720112,1366.880089,1472.680099
919,PSo (36:4),770.5332 -> 585.5332,PS,1550.300106,,,,,1461.920109,1464.060104,1294.020081,1328.840092,1440.640099,1499.740101,1449.400097,1462.540112,1408.760113,1353.220104
920,PSo (36:5),768.5175 -> 583.5175,PS,1407.760098,,,,,1537.800114,1453.200115,1600.360111,1695.500126,1420.580097,1591.900112,1387.020096,1573.760109,1588.040104,1538.780117
921,PSo (38:0),806.6271 -> 621.6271,PS,1496.200108,,,,,1388.420101,1478.840111,1556.500111,1391.900097,1406.940098,1495.120098,1433.040092,1455.740101,1327.340092,1476.860123
922,PSo (38:2),802.5958 -> 617.5958,PS,1373.300091,,,,,1339.840103,1466.260101,1332.960094,1423.240101,1375.5401,1511.740112,1332.320095,1351.080097,1362.320103,1343.580105
923,PSo (38:3),800.5801 -> 615.5801,PS,1370.160088,,,,,1493.46011,1519.820118,1400.800095,1359.0201,1448.720108,1479.340096,1295.76009,1425.000095,1409.96011,1416.400097
924,PSo (38:3),804.6114 -> 619.6114,PS,2208.380127,,,,,1444.640095,1735.560127,1480.48011,1427.840096,1337.860092,1429.520096,1376.980099,1461.7001,1427.380104,1357.060089
925,PSo (38:4),798.5645 -> 613.5645,PS,1397.840092,,,,,1549.740108,1417.260109,1365.400093,1456.940113,1467.560108,1379.360085,1570.06012,1369.460094,1322.160084,1532.040115
926,PSo (38:5),796.5488 -> 611.5488,PS,1333.720093,,,,,1292.020092,1475.640095,1324.460083,1361.420101,1380.480099,1333.780087,1275.92009,1436.94009,1454.720104,1310.92009
927,PSo (38:6),794.5332 -> 609.5332,PS,1352.300098,,,,,1306.540096,1370.040081,1247.640079,1268.180088,1428.920094,1302.040089,1397.520096,1346.300102,1362.260094,1409.220097
928,PSo (40:0),834.6584 -> 649.6584,PS,1400.080097,,,,,1390.26009,1442.400097,1338.900097,1503.740101,1497.760101,1400.2201,1550.560108,1387.200096,1504.020103,1510.0201
929,PSo (40:1),832.6427 -> 647.6427,PS,1428.020111,,,,,1467.780087,1682.000122,1598.3601,1419.600113,1404.440102,1516.980118,1476.64011,1513.540115,1352.440102,1511.680107
930,PSo (40:2),830.6271 -> 645.6271,PS,1404.560089,,,,,1516.760109,1728.62011,1466.680103,1426.040108,1322.740097,1458.760105,1566.300117,1448.200104,1515.200096,1547.220104
931,PSo (40:3),828.4811 -> 643.4811,PS,1336.720089,,,,,1449.000103,1718.220112,1343.340096,1506.600101,1591.820118,1718.880112,1548.920105,1470.920094,1483.580101,1526.620098
932,PSo (40:4),826.5958 -> 641.5958,PS,1357.380089,,,,,1414.960102,1394.520088,1295.140099,1390.10009,1402.140099,1421.720093,1359.600098,1550.140106,1368.840092,1448.66011
933,PSo (40:5),824.5801 -> 639.5801,PS,1424.980099,,,,,1511.900097,1726.280136,1562.720108,1569.48011,1648.720119,1600.040115,1578.300106,1745.520126,1383.560112,1547.5201
934,PSo (40:6),822.5645 -> 637.5645,PS,1502.880116,,,,,21397.74152,22727.46179,19152.92127,25525.8818,25500.10178,25281.28159,20611.54139,21366.44143,29827.16172,19822.92126
935,PSo (40:6),836.5437 -> 651.5437,PS,3872.840267,,,,,1707.640102,1854.020115,1699.380135,1627.900127,1609.160107,1701.460129,2007.380123,1745.540119,1511.760105,1945.540138
936,PSo (42:1),860.674 -> 675.674,PS,1338.460098,,,,,1984.400135,1626.880116,1823.200142,1660.66013,1879.220135,1797.920128,1631.840115,1618.220127,1763.160133,1601.740112
937,PSo (42:2),858.6584 -> 673.6584,PS,1447.060108,,,,,1745.820118,1935.520142,1638.560123,1674.180122,1692.48011,1483.060101,1613.820126,1776.580139,1409.860092,1668.760128
938,PSo (42:4),854.6271 -> 669.6271,PS,1332.300091,,,,,1582.660114,1494.56012,1349.200089,1301.100086,1449.760113,1429.380104,1401.320099,1358.080082,1374.460094,1445.940113
939,PSo (42:6),850.5958 -> 665.5958,PS,1404.840096,,,,,1566.400124,1876.400124,1506.380112,1491.520107,1801.08012,1595.96011,1585.900112,1935.540127,1841.200138,1834.800133
940,PSp (16:0),482.2879 -> 297.2879,PS,2225.580158,,,,,2548.980194,1921.540134,1760.30011,1610.780087,1828.940132,1705.520119,1845.280128,2781.820187,2019.580135,2488.060181
941,PSp (18:0),510.3192 -> 325.3192,PS,1353.280094,,,,,1769.840134,1894.60014,1579.460121,1615.76012,1804.80011,1505.700127,1869.840145,1691.860126,1419.76009,1563.200108
942,PSp (20:0),538.3505 -> 353.3505,PS,1436.140091,,,,,2436.200146,2443.960175,2137.780159,3796.420242,2938.840195,2350.720161,2331.600178,2283.340191,2536.14019,2429.300186
943,PSp (28:0),664.4549 -> 479.4549,PS,1393.540104,,,,,1380.040096,1680.460121,1439.740101,1518.800106,1512.100101,1331.200104,1384.480095,1431.600105,1576.320114,1443.620117
944,PSp (30:1),690.4706 -> 505.4706,PS,1290.400097,,,,,1473.220108,1564.340115,1344.840096,1572.58012,1675.500111,1635.180103,1693.340118,1465.080109,1337.420086,1521.940117
945,PSp (32:1),718.5019 -> 533.5019,PS,1366.640099,,,,,1392.100101,1760.620132,1501.700111,1399.940105,1614.400116,1316.820091,1449.7201,1561.160099,1438.200111,1504.940098
946,PSp (34:4),740.4862 -> 555.4862,PS,1275.660095,,,,,1336.860092,1481.840107,1333.080101,1316.620087,1304.120094,1469.58009,1237.380085,1477.040108,1458.740101,1350.700092
947,PSp (36:5),766.5019 -> 581.5019,PS,1380.800098,,,,,1599.260094,1534.400108,1819.240143,2140.900173,2244.920162,1983.780151,1814.940128,1809.240143,1625.900108,2135.300159
948,PSp (38:6),792.5175 -> 607.5175,PS,1994.280155,,,,,1397.460094,1454.400097,1573.380104,1608.420128,1374.000092,1628.960114,1526.600113,1651.660118,1453.340103,1541.820107
949,PSp (40:2),828.6114 -> 643.6114,PS,1473.460114,,,,,1511.460102,1598.860111,1592.340118,1659.660107,1646.200115,1573.940117,1388.58009,1477.900101,1407.520111,1585.100117
950,PSp (40:6),820.5488 -> 635.5488,PS,1370.860104,,,,,2050.580143,1698.740124,1534.800114,1857.280128,1453.800117,1531.060112,1726.26012,1433.160103,1313.660099,1324.660091
951,PSp (42:2),856.6427 -> 671.6427,PS,1322.020088,,,,,1421.540104,1463.420105,1428.440094,1408.600098,1398.540092,1433.440105,1389.860096,1391.980103,1277.10009,1443.920109
952,PSp (42:4),852.6114 -> 667.6114,PS,1393.100098,,,,,1640.820107,1520.440105,1371.360104,1575.540092,1377.460106,1296.920094,1309.260098,1364.100105,1333.480091,1436.480103
953,PSp (42:6),848.5801 -> 663.5801,PS,1405.500103,,,,,3280.50024,3910.740273,3375.880241,4109.240307,4573.200329,3532.580265,4354.040344,4613.980377,4207.320309,4699.02034
954,STD_15:0-18:1(d7) PS (Na Salt),754.53 -> 569.53,PS,2096.400127,,,,,2144.080151,1757.180119,1614.120102,2180.90015,1739.960133,1630.14011,2263.120193,2436.180187,1747.920143,2408.040161
955,STD 18:1(d7) MAG,381.34 -> 82.34,QC,51404.8237,,,,,48631.94349,46941.62333,45717.52303,19861.84142,44976.56326,46612.96325,21185.96149,35932.62251,20511.52144,20691.58145
956,STD_15:0-18:1(d7)-15:0 TAG,829.8 -> 530.8,QC,20384.46145,,,,,20210.42141,19922.94137,20800.88148,18621.44131,20338.50143,20231.48147,18257.10126,19688.36142,18462.04131,18678.04128
957,STD_15:0-18:1(d7)-15:0 TAG,829.8 -> 570.8,QC,2462043.788,,,,,2133098.576,2118488.774,2079245.488,40093.88293,1989602.621,1964033.46,61406.7444,1335436.318,29043.48199,34636.48248
958,STD_15:0-18:1(d7) PC,754.11 -> 184.1,QC,3669255.527,,,,,3220779.387,3242659.461,3543304.699,33577.80234,3312734.968,3355667.353,28843.62207,2048594.354,36704.04254,38549.48266
959,STD_15:0-18:1(d7) PE,711.56 -> 570.56,QC,4083438.225,,,,,4301737.482,4211709.99,4402317.002,24648.44181,4279988.187,4317113.389,20390.30143,2825335.786,27157.68197,29036.56204
960,STD_15:0-18:1(d7) PG (Na Salt),758.54 -> 569.54,QC,215575.6753,,,,,190102.4541,188765.6322,195852.8939,19833.36142,197983.5339,196168.2541,18755.92128,136636.1701,20407.7614,20342.28148
961,STD_15:0-18:1(d7) PI (NH4 Salt),846.6 -> 569.6,QC,124777.5685,,,,,127701.9092,126362.5487,127489.5294,18896.76136,124573.2082,127978.1292,18577.98134,92084.56664,18726.44128,18738.58132
962,STD_15:0-18:1(d7) PS (Na Salt),754.53 -> 569.53,QC,73175.88512,,,,,123951.3887,123946.4687,144676.6103,18478.22133,136557.51,138598.7893,18435.76133,90685.72639,18537.76135,18455.18131
963,STD_18:1(d7) Chol Ester,675.64 -> 369.1,QC,1583133.754,,,,,1094726.095,1127221.542,1119677.296,32876.46241,1055243.012,1028576.535,43480.42301,652921.7268,29143.42209,31285.4822
964,STD_d18:1-18:1(d9) SM,738.64 -> 184.1,QC,15926180.59,,,,,15043540.3,14833250.58,15668315.15,98095.40673,14915148.94,14840431.49,42089.52306,9503365.968,142789.6106,135648.8699
965,STD_15:0-18:1(d7)-15:0 TAG,829.8 -> 570.8,TAG1,953.760067,,,,,10035.4208,8655.660515,5579.400364,9657.380543,8554.460667,11161.1409,11472.10097,11272.8809,7925.240456,11035.30064
966,TAG(48:0)_FA 16:0,824.8 -> 551.8,TAG1,2628.440174,,,,,3563.880257,3453.660221,2376.180161,3729.480236,2671.700199,4580.160362,3780.200302,4088.600288,3120.380207,3981.520279
967,TAG(48:0)_FA 16:1,824.8 -> 553.8,TAG1,1061.980072,,,,,1043.98008,1165.360085,1033.680077,1030.700069,1294.3601,1022.860069,1102.280083,1124.700077,1024.020077,1287.720089
968,TAG(48:0)_FA 18:0,824.8 -> 523.8,TAG1,1257.76009,,,,,1161.560085,1135.700092,1213.76009,1027.120075,1292.520092,1291.400074,1215.760086,1299.020088,1189.340076,1236.78009
969,TAG(48:0)_FA 18:1,824.8 -> 525.8,TAG1,1097.020073,,,,,1094.360073,1081.760078,1080.060078,1151.840069,1049.360081,1023.120083,1060.280067,1130.68008,981.8800735,1104.420078
970,TAG(48:1)_FA 16:0,822.8 -> 549.8,TAG1,1196.480083,,,,,2100.560154,2357.360184,1450.8601,2942.960201,2119.260128,2820.100193,1984.06015,2589.360195,2369.960148,2331.220139
